name,brand,month,qty,price_unit,total_sales
LEON CENTRO (LEON),LANIX,April,4,1831.0339655174998,7324.135862069999
CORREGIDORA 4 (QRO),ZTE,December,6,1220.4016666666666,7322.41
LA VICTORIA (QRO),NOKIA,September,4,1828.0656034475,7312.26241379
FIESTA (IRAPUATO),HUAWEI,September,2,3619.830172415,7239.66034483
CONSTITUYENTES (QRO),HISENSE,September,3,2412.931808046667,7238.79542414
PLAZA MAYOR (LEON),HISENSE,August,3,2412.9310344833334,7238.79310345
CORREGIDORA 2 (QRO),LANIX,May,4,1809.4818965524998,7237.927586209999
PLAZA PATIO (QRO),ZTE,September,5,1438.792896552,7193.96448276
GUERRERO (QRO),BLU,July,10,716.379310345,7163.79310345
LA CRUZ (QRO),MOTO,May,1,7154.31,7154.31
ANTEA (QRO),HONOR,October,2,3576.726551725,7153.45310345
LA VICTORIA (QRO),HUAWEI,December,2,3576.725,7153.45
VIA ALTA SUR (LEON),XIAOMI,November,2,3576.7241379300003,7153.448275860001
LA VICTORIA (QRO),NOKIA,June,3,2384.1962069,7152.5886207
LA VICTORIA (QRO),HISENSE,August,3,2384.19618391,7152.588551729999
CORREGIDORA 2 (QRO),HISENSE,November,3,2384.1959770099998,7152.58793103
CORREGIDORA 4 (QRO),HISENSE,April,3,2384.193333333333,7152.58
LEON CENTRO (LEON),REALME,January,3,2384.1926436766666,7152.5779310299995
LEON CENTRO (LEON),LANIX,August,4,1787.9328448249998,7151.731379299999
PLAZA PATIO (QRO),NOKIA,April,9,794.1603831411111,7147.44344827
LEON CENTRO (LEON),BLU,December,15,476.14970114999994,7142.2455172499995
GUERRERO (QRO),REALME,August,3,2355.463333333333,7066.389999999999
ALLENDE (CELAYA),BLU,April,6,1177.2993678166665,7063.7962069
FIESTA (IRAPUATO),HISENSE,August,3,2341.0935632166666,7023.28068965
ALLENDE (QRO),SENWA,May,14,500.3678817742857,7005.15034484
ANDADOR (CELAYA),HISENSE,September,2,3490.51840345,6981.0368069
GALERIAS (QRO),MOTO,December,2,3490.5150000000003,6981.030000000001
ALLENDE (CELAYA),ZTE,April,4,1744.8295675,6979.31827
FIESTA (IRAPUATO),LANIX,January,5,1395.6906206879999,6978.45310344
ALLENDE (QRO),SKY,January,9,775.0,6975.0
ANDADOR (CELAYA),ZTE,April,5,1379.1376539999999,6895.68827
PARQUE (QRO),HISENSE,August,2,3447.416206895,6894.83241379
ALLENDE (QRO),HISENSE,December,2,3447.415,6894.83
ANTEA (QRO),HONOR,January,2,3447.41275862,6894.82551724
PLAZA MAYOR (LEON),HISENSE,April,3,2297.98678161,6893.9603448299995
GUERRERO (QRO),REALME,January,3,2297.9859770099997,6893.95793103
ANTEA (QRO),HISENSE,April,4,1723.2743965524999,6893.0975862099995
ALLENDE (QRO),KODAK,July,5,1378.44827586,6892.2413793
CORREGIDORA 3 (QRO),KODAK,July,5,1378.44827586,6892.2413793
LA VICTORIA (QRO),ZTE,December,5,1378.4479999999999,6892.24
ALAMEDA (QRO),ZTE,July,5,1378.446551724,6892.23275862
ALLENDE (QRO),SENWA,August,14,491.7492610828571,6884.4896551599995
PARQUE (QRO),HUAWEI,April,2,3404.311895,6808.62379
GALERIAS (QRO),MOTO,August,2,3404.30724138,6808.61448276
MAYOREO (QRO),HISENSE,October,3,2269.2528704566666,6807.75861137
ALAMEDA (QRO),ZTE,April,4,1701.725,6806.9
PLAZA PATIO (QRO),ZTE,May,4,1701.7241379299999,6806.8965517199995
LA VICTORIA (QRO),ZTE,June,4,1701.7241379299999,6806.8965517199995
LEON CENTRO (LEON),LANIX,September,4,1701.7237931025,6806.89517241
CORREGIDORA 2 (QRO),REALME,April,2,3361.21,6722.42
ANDADOR (CELAYA),HISENSE,October,2,3361.2081034499997,6722.416206899999
CONSTITUYENTES (QRO),XIAOMI,October,3,2240.5172264366665,6721.55167931
CORREGIDORA 2 (QRO),NOKIA,October,5,1343.966,6719.83
HIDALGO (CELAYA),NOKIA,June,5,1343.965517242,6719.82758621
PLAZA MAYOR (LEON),ZTE,February,6,1137.0679999999998,6718.959999999999
GUERRERO (QRO),BLU,September,11,610.4233228854545,6714.6565517399995
MADERO (LEON),ZTE,September,5,1337.0700000000002,6685.35
HIDALGO 2 (CELAYA),KODAK,July,5,1324.568706895,6676.72310344
CORREGIDORA 2 (QRO),NOKIA,August,4,1658.6218965525,6634.48758621
GALERIAS (QRO),ZTE,May,4,1658.6207758625,6634.48310345
LEON CENTRO (LEON),BLU,July,9,733.81191571,6604.30724139
CORREGIDORA 2 (QRO),NOKIA,December,5,1318.104,6590.52
OBREGON (LEON),ZTE,April,4,1637.2849999999999,6549.139999999999
PLAZA MAYOR (LEON),HISENSE,May,3,2183.04551724,6549.13655172
PLAZA PATIO (QRO),BLU,June,7,928.9408867014287,6502.58620691
LEON CENTRO (LEON),BLU,August,12,541.5228396558333,6498.27407587
BOULEVARES (QRO),HUAWEI,April,2,3231.898,6463.796
ALAMEDA (QRO),NOKIA,January,4,1615.52,6462.08
CORREGIDORA 4 (QRO),LANIX,September,4,1615.5162931025,6462.06517241
PLAZA MAYOR (LEON),KODAK,August,5,1292.241379308,6461.20689654
ALLENDE (QRO),KODAK,August,5,1292.240965516,6461.20482758
CORREGIDORA 3 (QRO),BLU,September,10,641.379446208,6413.79446208
PLAZA MAYOR (LEON),ZTE,November,5,1277.17275862,6385.8637931
PLAZA PATIO (QRO),HISENSE,December,3,2125.57494253,6376.72482759
ANDADOR (CELAYA),ZTE,July,3,2125.5747126399997,6376.7241379199995
PARQUE (QRO),ZTE,August,4,1593.9655172399998,6375.862068959999
LA VICTORIA (QRO),HUAWEI,July,2,3184.485172415,6368.97034483
LA VICTORIA (QRO),ZTE,September,5,1266.3791724139999,6331.89586207
PLAZA MAYOR (LEON),ZTE,September,5,1266.3791724139999,6331.89586207
ANDADOR (CELAYA),HISENSE,June,2,3145.69051724,6291.38103448
HIDALGO 2 (CELAYA),HUAWEI,July,2,3145.6895999999997,6291.379199999999
PARQUE (CELAYA),HISENSE,April,3,2096.8366666666666,6290.51
LEON CENTRO (LEON),ZTE,June,4,1570.25,6281.0
PARQUE (QRO),ZTE,December,5,1249.138,6245.69
HIDALGO 2 (CELAYA),BLU,September,9,748.0605172424999,6242.24275863
FIESTA (IRAPUATO),HISENSE,July,2,3102.590172415,6205.18034483
ANTEA (QRO),HONOR,February,2,3102.59,6205.18
BOULEVARES (QRO),HISENSE,February,2,3102.585,6205.17
CORREGIDORA 3 (QRO),HISENSE,November,3,2068.10505747,6204.31517241
CORREGIDORA 3 (QRO),BLU,April,6,1033.6202873566665,6201.721724139999
FIESTA (IRAPUATO),HISENSE,October,3,2053.7371264366666,6161.21137931
LA CRUZ (QRO),ZTE,September,5,1223.276,6116.38
ALLENDE (QRO),HISENSE,November,3,2025.0014942533332,6075.0044827599995
LA VICTORIA (QRO),HISENSE,January,3,2024.9992666666667,6074.9978
PLAZA PATIO (QRO),ZTE,November,4,1518.53612069,6074.14448276
GALERIAS (QRO),XIAOMI,July,1,6033.62068966,6033.62068966
LEON CENTRO (LEON),MOTOROLA,September,1,6033.62,6033.62
PARQUE (CELAYA),HISENSE,September,2,3016.382068965,6032.76413793
LA VICTORIA (QRO),HUAWEI,May,2,3016.379310345,6032.75862069
CORREGIDORA 3 (QRO),HISENSE,May,2,3016.37875,6032.7575
CORREGIDORA 2 (QRO),ZTE,February,3,2010.6303333333333,6031.891
PARQUE (QRO),ZTE,January,4,1507.7575,6031.03
FIESTA (IRAPUATO),NOKIA,December,5,1206.034965516,6030.17482758
MADERO (QRO),NOKIA,October,3,1996.29,5988.87
MADERO (QRO),BLU,June,7,855.0492610857143,5985.3448276
MADERO (LEON),XIAOMI,June,1,5947.4162069,5947.4162069
HIDALGO 2 (CELAYA),XIAOMI,June,1,5947.4137,5947.4137
MADERO (QRO),HISENSE,November,2,2973.2770689649997,5946.554137929999
HIDALGO 2 (CELAYA),NOKIA,August,2,2973.277063795,5946.55412759
ALAMEDA (QRO),XIAOMI,July,2,2973.276551725,5946.55310345
ANDADOR (CELAYA),HISENSE,December,2,2973.27585,5946.5517
ALLENDE (CELAYA),ZTE,December,3,1981.8993,5945.6979
URBAN (QRO),NOKIA,July,3,1981.8973563199997,5945.692068959999
LA CRUZ (QRO),ZTE,May,3,1981.8966666666665,5945.69
LA CRUZ (QRO),ZTE,December,4,1486.2075,5944.83
PLAZA MAYOR (LEON),ZTE,December,4,1486.2075,5944.83
ANDADOR (CELAYA),BLU,August,11,539.8902821327273,5938.79310346
CORREGIDORA 3 (QRO),ZTE,February,5,1181.896,5909.48
HIDALGO (CELAYA),BLU,September,5,1180.172413794,5900.86206897
LEON CENTRO (LEON),BLU,June,10,589.6548620699999,5896.548620699999
MADERO (LEON),NOKIA,September,9,863.994482758,5868.25241379
OBREGON (LEON),XIAOMI,April,1,5862.0689,5862.0689
URBAN (QRO),HUAWEI,April,1,5861.20689655,5861.20689655
URBAN (QRO),HONOR,February,2,2930.175,5860.35
LA VICTORIA (QRO),NOKIA,July,2,2930.17482759,5860.34965518
ANDADOR (CELAYA),ZTE,September,2,2930.1724,5860.3448
ALAMEDA (QRO),ZTE,January,3,1953.1633333333332,5859.49
LEON CENTRO (LEON),LANIX,June,3,1953.16229885,5859.48689655
CORREGIDORA 2 (QRO),NOKIA,July,4,1464.655172415,5858.62068966
HIDALGO 2 (CELAYA),NOKIA,May,4,1464.6539500000001,5858.6158000000005
ANDADOR (CELAYA),NOKIA,May,4,1464.6539500000001,5858.6158000000005
ALAMEDA (QRO),HISENSE,February,2,2908.62,5817.24
FIESTA (IRAPUATO),HISENSE,September,3,1938.794712643333,5816.384137929999
ALLENDE (CELAYA),HISENSE,January,2,2887.0696500000004,5774.139300000001
CORREGIDORA 4 (QRO),LANIX,August,3,1924.42862069,5773.28586207
PARQUE (CELAYA),HISENSE,January,2,2843.9700000000003,5687.9400000000005
CORREGIDORA 4 (QRO),HISENSE,November,2,2843.96793103,5687.93586206
OBREGON (LEON),NOKIA,April,3,1895.9776999999997,5687.933099999999
PARQUE (QRO),BLU,May,7,811.9458128099999,5683.62068967
ALLENDE (QRO),CORN,January,14,405.60440886428574,5678.4617241000005
BOULEVARES (QRO),SOYEALINK,November,4,1402.25,5609.0
LEON CENTRO (LEON),HISENSE,February,2,2800.865,5601.73
ALAMEDA (QRO),LANIX,August,3,1866.9556321833334,5600.86689655
PLAZA PATIO (QRO),NOKIA,June,3,1866.95402299,5600.86206897
PLAZA PATIO (QRO),ZTE,August,3,1866.9540229866664,5600.862068959999
ANTEA (QRO),HUAWEI,September,1,5516.38,5516.38
CONSTITUYENTES (QRO),HUAWEI,September,1,5516.38,5516.38
ALAMEDA (QRO),LANIX,June,3,1838.2205747133332,5514.66172414
GUERRERO (QRO),NOKIA,December,4,1378.45,5513.8
LA VICTORIA (QRO),KODAK,August,4,1378.44827586,5513.79310344
FIESTA (IRAPUATO),KODAK,August,4,1378.44827586,5513.79310344
BOULEVARES (QRO),KODAK,August,4,1378.44827586,5513.79310344
MADERO (LEON),ACER,December,4,1378.44827586,5513.79310344
CORREGIDORA 2 (QRO),BLU,January,9,527.15586163875,5509.48827242
ANDADOR (CELAYA),ZTE,November,3,1823.8516091933334,5471.55482758
CORREGIDORA 4 (QRO),NOKIA,November,6,911.4945402283333,5468.96724137
ALLENDE (CELAYA),REALME,May,2,2714.657413795,5429.31482759
MADERO (LEON),XIAOMI,April,2,2714.65465517,5429.30931034
CORREGIDORA 2 (QRO),LANIX,August,3,1809.7472413799999,5429.24172414
MADERO (QRO),NOKIA,June,3,1809.4843678166665,5428.45310345
LA VICTORIA (QRO),NOKIA,May,3,1809.482413793333,5428.4472413799995
LA VICTORIA (QRO),ZTE,January,5,1085.3439999999998,5426.719999999999
PLAZA PATIO (QRO),SKY,January,7,775.0,5425.0
HIDALGO (CELAYA),BLU,June,8,678.01724138,5424.13793104
PLAZA PATIO (QRO),HUAWEI,July,2,2710.3448275849996,5420.689655169999
PLAZA MAYOR (LEON),SOYEALINK,January,3,1792.24,5376.72
PLAZA MAYOR (LEON),NOKIA,January,5,1072.793448274,5363.96724137
FIESTA (IRAPUATO),LANIX,December,3,1780.7519540233334,5342.25586207
ALAMEDA (QRO),LANIX,October,3,1780.7466666666667,5342.24
ALAMEDA (QRO),ZTE,February,4,1335.3449999999998,5341.379999999999
LEON CENTRO (LEON),ALCATEL,July,2,2658.62,5317.24
GUERRERO (QRO),BLU,November,11,482.75827398272725,5310.34101381
OBREGON (LEON),LANIX,April,3,1766.9536666666665,5300.861
FIESTA (IRAPUATO),ZTE,September,4,1324.5689655175,5298.27586207
CONSTITUYENTES (QRO),KODAK,August,4,1324.568965515,5298.27586206
MADERO (QRO),KODAK,August,4,1324.568965515,5298.27586206
ANTEA (QRO),KODAK,August,4,1324.568965515,5298.27586206
HIDALGO 2 (CELAYA),KODAK,August,4,1324.568706895,5298.27482758
MADERO (LEON),KODAK,July,4,1270.68913793,5298.27482758
PARQUE (QRO),HISENSE,May,3,1752.0133333333333,5256.04
MAYOREO (QRO),XIAOMI,February,3,1752.0133333333333,5256.04
BOULEVARES (QRO),NOKIA,July,3,1752.0122988533333,5256.03689656
FIESTA (IRAPUATO),LANIX,September,3,1752.0117241366668,5256.03517241
BOULEVARES (QRO),LANIX,June,3,1752.0114942533335,5256.03448276
GUERRERO (QRO),NOKIA,July,5,1050.8630344819999,5254.31517241
LEON CENTRO (LEON),SENWA,May,10,524.997344828,5249.9734482799995
ALLENDE (QRO),SENWA,July,11,474.0598119109091,5214.65793102
URBAN (QRO),XIAOMI,July,1,5171.55172414,5171.55172414
ANDADOR (CELAYA),HUAWEI,November,1,5171.55172413,5171.55172413
HIDALGO (CELAYA),HONOR,July,1,5171.5517,5171.5517
BOULEVARES (QRO),HUAWEI,May,1,5171.55,5171.55
HIDALGO (CELAYA),REALME,August,2,2585.35,5170.7
CORREGIDORA 2 (QRO),LANIX,October,3,1723.2766666666666,5169.83
FIESTA (IRAPUATO),NOKIA,January,3,1723.2766666666666,5169.83
CORREGIDORA 2 (QRO),ZTE,August,3,1723.27586207,5169.82758621
MADERO (QRO),ZTE,July,3,1723.27586207,5169.82758621
CORREGIDORA 4 (QRO),ALCATEL,June,3,1723.27586207,5169.82758621
PLAZA PATIO (QRO),NOKIA,September,5,1033.622551724,5168.11275862
CORREGIDORA 4 (QRO),ZTE,January,5,1033.62,5168.099999999999
LA CRUZ (QRO),BLU,August,7,738.0543842371428,5166.38068966
PLAZA PATIO (QRO),BLU,December,8,645.6897844837499,5165.518275869999
CORREGIDORA 4 (QRO),HUAWEI,September,1,5085.35,5085.35
VIA ALTA SUR (LEON),XIAOMI,August,1,5085.35,5085.35
ALLENDE (QRO),HUAWEI,November,1,5085.35,5085.35
ALAMEDA (QRO),HUAWEI,October,1,5085.35,5085.35
LA CRUZ (QRO),HUAWEI,October,1,5085.35,5085.35
GUERRERO (QRO),HUAWEI,October,1,5085.35,5085.35
ANDADOR (CELAYA),HUAWEI,December,1,5085.3448,5085.3448
ANTEA (QRO),HISENSE,December,2,2542.242586205,5084.48517241
LA CRUZ (QRO),XIAOMI,August,2,2542.242068965,5084.48413793
ALLENDE (CELAYA),HISENSE,May,2,2542.241034485,5084.48206897
PLAZA MAYOR (LEON),HISENSE,July,2,2542.241034485,5084.48206897
PARQUE (QRO),HISENSE,February,2,2542.24,5084.48
PORTAL (QRO),ZTE,November,3,1694.5433333333333,5083.63
PLAZA PATIO (QRO),ZTE,January,3,1694.54,5083.62
CONSTITUYENTES (QRO),ZTE,June,3,1694.5373310333332,5083.611993099999
PLAZA MAYOR (LEON),ZTE,July,4,1270.6853448274999,5082.7413793099995
ANDADOR (CELAYA),BLU,May,8,634.913793105,5079.31034484
HIDALGO (CELAYA),BLU,November,13,390.384721486923,5075.0013793299995
ANDADOR (CELAYA),OPPO,July,1,5068.10344828,5068.10344828
ANTEA (QRO),ZTE,December,4,1262.06862069,5048.27448276
PARQUE (QRO),BLU,September,7,719.5814778342857,5037.07034484
ALLENDE (CELAYA),ALCATEL,August,2,2516.38,5032.76
ALAMEDA (QRO),BLU,July,9,555.6513409966667,5000.86206897
OBREGON (LEON),HUAWEI,July,2,2500.0,5000.0
ALLENDE (CELAYA),HUAWEI,November,2,2499.14034483,4998.28068966
ALAMEDA (QRO),HISENSE,December,2,2499.1400000000003,4998.280000000001
PARQUE (QRO),HISENSE,January,2,2499.1400000000003,4998.280000000001
GUERRERO (QRO),REALME,September,2,2499.14,4998.28
CORREGIDORA 3 (QRO),REALME,February,2,2499.135,4998.27
GUERRERO (QRO),LANIX,April,3,1665.8034482733335,4997.41034482
ALLENDE (QRO),ALC,May,5,999.14,4995.7
LEON CENTRO (LEON),HUAWEI,November,1,4951.0,4951.0
ANTEA (QRO),HONOR,September,1,4912.93344828,4912.93344828
ANTEA (QRO),HONOR,August,1,4912.93344828,4912.93344828
ALLENDE (QRO),HONOR,August,1,4912.93344828,4912.93344828
PARQUE (CELAYA),HONOR,August,1,4912.93344828,4912.93344828
URBAN (QRO),HONOR,July,1,4912.93344828,4912.93344828
OBREGON (LEON),ZTE,May,3,1637.3566666666666,4912.07
ALLENDE (CELAYA),NOKIA,January,2,2456.033965515,4912.06793103
CORREGIDORA 3 (QRO),REALME,May,2,2456.032068965,4912.06413793
LEON CENTRO (LEON),BLU,May,6,818.1034482783333,4908.62068967
CORREGIDORA 2 (QRO),BLU,July,9,545.1145977022222,4906.03137932
CORREGIDORA 3 (QRO),BLU,July,8,609.0513362075,4872.41068966
CORREGIDORA 4 (QRO),HUAWEI,January,1,4826.72655172,4826.72655172
CORREGIDORA 4 (QRO),HUAWEI,November,1,4826.72655172,4826.72655172
CORREGIDORA 3 (QRO),HUAWEI,January,1,4826.72655172,4826.72655172
CORREGIDORA 3 (QRO),HUAWEI,December,1,4826.72655172,4826.72655172
PARQUE (QRO),HONOR,June,1,4826.72344828,4826.72344828
ALLENDE (QRO),HISENSE,January,2,2412.9350000000004,4825.870000000001
CORREGIDORA 3 (QRO),REALME,August,2,2412.935,4825.87
LEON CENTRO (LEON),HISENSE,January,2,2412.9300000000003,4825.860000000001
HIDALGO (CELAYA),ZTE,May,3,1608.3366666666668,4825.01
ALLENDE (CELAYA),ZTE,October,3,1608.3344666666665,4825.0034
ALLENDE (QRO),LANIX,September,3,1608.3334482733335,4825.0003448200005
ANDADOR (CELAYA),BLU,April,12,401.4384770116667,4817.26172414
BOULEVARES (QRO),BLU,November,6,796.5517241399999,4779.31034484
CONSTITUYENTES (QRO),HUAWEI,November,1,4740.52,4740.52
PLAZA MAYOR (LEON),HUAWEI,October,1,4740.52,4740.52
CORREGIDORA 2 (QRO),MOTOROLA,May,1,4740.52,4740.52
URBAN (QRO),NOKIA,May,2,2369.83,4739.66
ANDADOR (CELAYA),HUAWEI,September,2,2369.827572415,4739.65514483
HIDALGO 2 (CELAYA),HISENSE,April,2,2369.825,4739.65
HIDALGO 2 (CELAYA),ZTE,April,3,1579.59862069,4738.79586207
PLAZA PATIO (QRO),NOKIA,July,3,1579.59770115,4738.79310345
MADERO (QRO),NOKIA,April,3,1292.24137931,4738.79310345
GUERRERO (QRO),BLU,October,5,947.4137931040001,4737.06896552
PARQUE (QRO),NOKIA,June,5,947.4137930999999,4737.0689655
PLAZA PATIO (QRO),BLU,May,7,676.4778325128572,4735.34482759
MADERO (QRO),BLU,August,8,591.8105172424999,4734.4841379399995
PARQUE (QRO),BLU,October,4,1173.7068965525,4694.82758621
GALERIAS (QRO),SAM,August,1,4654.31275862,4654.31275862
MADERO (QRO),HISENSE,December,2,2326.725313795,4653.45062759
FIESTA (IRAPUATO),REALME,September,2,2326.725,4653.45
CORREGIDORA 4 (QRO),REALME,September,2,2326.725,4653.45
HIDALGO 2 (CELAYA),REALME,January,2,2326.72,4653.44
CONSTITUYENTES (QRO),ZTE,July,3,1550.8591954033334,4652.57758621
PLAZA PATIO (QRO),ZTE,July,3,1593.962931035,4652.57586207
CORREGIDORA 4 (QRO),NOKIA,January,4,1162.931206895,4651.72482758
PARQUE (CELAYA),NOKIA,July,4,1162.9310344824999,4651.724137929999
LEON CENTRO (LEON),KODAK,June,4,1162.93,4651.72
CORREGIDORA 4 (QRO),ZTE,February,4,1162.9299999999998,4651.719999999999
HIDALGO (CELAYA),SKY,January,6,775.0,4650.0
MAYOREO (QRO),SKY,January,6,775.0,4650.0
CORREGIDORA 2 (QRO),BLU,October,8,581.0340943975,4648.27275518
ALLENDE (CELAYA),ZTE,September,3,1536.4939080466665,4609.48172414
MAYOREO (QRO),HISENSE,January,3,1536.493333333333,4609.48
CONSTITUYENTES (QRO),MOTO,August,1,4585.3448,4585.3448
FIESTA (IRAPUATO),ZTE,February,4,1145.69,4582.76
ALLENDE (QRO),HONOR,June,1,4568.10344828,4568.10344828
LA VICTORIA (QRO),HONOR,June,1,4568.10344828,4568.10344828
LA VICTORIA (QRO),HONOR,May,1,4568.10344828,4568.10344828
GALERIAS (QRO),HONOR,June,1,4568.10344828,4568.10344828
OBREGON (LEON),HONOR,May,1,4568.10344828,4568.10344828
PLAZA MAYOR (LEON),HONOR,July,1,4568.10344828,4568.10344828
PLAZA MAYOR (LEON),HONOR,May,1,4568.10344828,4568.10344828
HIDALGO 2 (CELAYA),LANIX,April,2,2283.62065,4567.2413
GALERIAS (QRO),HISENSE,May,2,2283.62,4567.24
HIDALGO (CELAYA),NOKIA,January,2,2283.618965515,4567.23793103
CORREGIDORA 3 (QRO),HISENSE,December,2,2283.618965515,4567.23793103
PLAZA MAYOR (LEON),LANIX,November,3,1522.1252873566666,4566.37586207
ALAMEDA (QRO),NOKIA,November,4,1141.3806,4565.5224
GUERRERO (QRO),NOKIA,January,4,1141.3801534475,4565.52061379
PLAZA MAYOR (LEON),NOKIA,August,5,912.931034482,4564.65517241
GUERRERO (QRO),BLU,August,8,570.258618105,4562.06894484
CORREGIDORA 2 (QRO),BLU,September,8,570.25857758625,4562.06862069
ANDADOR (CELAYA),BLU,January,10,456.03448276,4560.3448276
LA CRUZ (QRO),ZTE,October,4,1130.6025,4522.41
ALAMEDA (QRO),BLU,September,9,502.0114919555556,4518.1034276
GALERIAS (QRO),HONOR,February,1,4481.9,4481.9
CONSTITUYENTES (QRO),HUAWEI,December,1,4481.89655172,4481.89655172
PARQUE (CELAYA),HUAWEI,November,1,4481.89655172,4481.89655172
PARQUE (QRO),HUAWEI,December,1,4481.89655172,4481.89655172
CORREGIDORA 2 (QRO),HUAWEI,December,1,4481.89655172,4481.89655172
LA CRUZ (QRO),HUAWEI,December,1,4481.89655172,4481.89655172
GUERRERO (QRO),HUAWEI,December,1,4481.89655172,4481.89655172
VIA ALTA SUR (LEON),HUAWEI,November,1,4481.89655172,4481.89655172
ALLENDE (QRO),REALME,August,2,2240.52,4481.04
HIDALGO 2 (CELAYA),XIAOMI,October,2,2240.517227585,4481.03445517
BOULEVARES (QRO),NOKIA,December,2,2240.515,4481.03
GUERRERO (QRO),LANIX,January,3,1493.3940000000002,4480.182000000001
OBREGON (LEON),ZTE,July,3,1493.3908045966666,4480.17241379
CORREGIDORA 2 (QRO),ALC,August,3,1493.3907839066667,4480.17235172
PARQUE (QRO),HISENSE,April,4,1119.828793105,4479.31517242
FIESTA (IRAPUATO),BLU,November,8,559.48293103625,4475.86344829
ALLENDE (QRO),CORN,February,13,343.97,4471.610000000001
GALERIAS (QRO),HISENSE,June,1,4395.69206897,4395.69206897
ANDADOR (CELAYA),ZTE,January,2,2197.415,4394.83
HIDALGO 2 (CELAYA),ALCATEL,December,2,2197.41,4394.82
ANTEA (QRO),ZTE,May,3,1464.6551724133333,4393.96551724
ANTEA (QRO),BLU,September,6,731.8967816116666,4391.38068967
VIA ALTA SUR (LEON),HUAWEI,December,1,4309.48275862,4309.48275862
ANDADOR (CELAYA),LANIX,July,2,2154.3151500000004,4308.630300000001
GUERRERO (QRO),HUAWEI,August,2,2154.31034483,4308.62068966
HIDALGO 2 (CELAYA),ZTE,June,2,2154.31034483,4308.62068966
MADERO (LEON),HISENSE,November,2,2154.31,4308.62
PLAZA MAYOR (LEON),REALME,September,2,2154.31,4308.62
BOULEVARES (QRO),ZTE,July,3,1435.91954023,4307.75862069
OBREGON (LEON),BLU,December,4,1076.7241379325,4306.89655173
PARQUE (QRO),NOKIA,April,4,1076.723706895,4306.89482758
CORREGIDORA 3 (QRO),NOKIA,December,7,688.793931032,4304.31448274
GALERIAS (QRO),HISENSE,January,2,2132.755,4265.51
FIESTA (IRAPUATO),NOKIA,October,3,1421.5533333333333,4264.66
LA VICTORIA (QRO),NOKIA,February,3,1421.55197701,4264.65593103
CORREGIDORA 4 (QRO),NOKIA,September,6,710.3449999983333,4262.06999999
ALLENDE (QRO),ALCATEL,July,2,2119.83,4239.66
OBREGON (LEON),HUAWEI,November,1,4223.28,4223.28
GALERIAS (QRO),XIAOMI,February,1,4223.28,4223.28
CONSTITUYENTES (QRO),XIAOMI,February,1,4223.28,4223.28
HIDALGO (CELAYA),HUAWEI,July,1,4223.27827586,4223.27827586
GALERIAS (QRO),MOTO,July,1,4223.27827586,4223.27827586
VIA ALTA SUR (LEON),HUAWEI,June,1,4223.27827586,4223.27827586
VIA ALTA SUR (LEON),HUAWEI,July,1,4223.27827586,4223.27827586
ALLENDE (CELAYA),HUAWEI,April,1,4223.2758,4223.2758
LA VICTORIA (QRO),HISENSE,December,1,4223.275,4223.275
ANDADOR (CELAYA),NOKIA,August,2,2111.2068965500002,4222.4137931000005
CORREGIDORA 3 (QRO),HISENSE,January,2,2111.205,4222.41
LA VICTORIA (QRO),NOKIA,December,3,1407.1841379300001,4221.55241379
BOULEVARES (QRO),ZTE,December,3,1407.1833333333332,4221.549999999999
ALLENDE (QRO),NOKIA,January,5,843.9655172380001,4219.82758619
PLAZA PATIO (QRO),BLU,January,7,602.5866009871428,4218.10620691
BOULEVARES (QRO),HISENSE,January,2,2108.43,4216.86
ALLENDE (CELAYA),HUAWEI,August,1,4180.17,4180.17
BOULEVARES (QRO),HISENSE,October,2,2089.65637931,4179.31275862
CORREGIDORA 2 (QRO),NOKIA,September,5,835.3469655160001,4176.7348275800005
CORREGIDORA 2 (QRO),ALCATEL,April,2,2085.34275,4170.6855
LA CRUZ (QRO),HUAWEI,April,1,4137.07,4137.07
MADERO (QRO),MOTO,April,1,4137.07,4137.07
GALERIAS (QRO),SAM,November,1,4137.07,4137.07
HIDALGO 2 (CELAYA),HONOR,August,1,4137.0689,4137.0689
PARQUE (CELAYA),HUAWEI,June,1,4137.06827586,4137.06827586
MADERO (LEON),HUAWEI,June,1,4137.06827586,4137.06827586
HIDALGO (CELAYA),NOKIA,July,2,2068.1046551749996,4136.209310349999
HIDALGO 2 (CELAYA),NOKIA,June,2,2068.1046551749996,4136.209310349999
PLAZA MAYOR (LEON),HISENSE,June,2,2068.103448275,4136.20689655
ANTEA (QRO),HISENSE,February,2,2068.1,4136.2
CORREGIDORA 2 (QRO),NOKIA,January,3,1378.45,4135.35
GUERRERO (QRO),NOKIA,November,3,1378.4488459766665,4135.34653793
GUERRERO (QRO),ACER,November,3,1378.44827586,4135.34482758
LA VICTORIA (QRO),ACER,December,3,1378.44827586,4135.34482758
PARQUE (CELAYA),KODAK,August,3,1378.44827586,4135.34482758
ANDADOR (CELAYA),KODAK,July,3,1378.44827586,4135.34482758
LEON CENTRO (LEON),ACER,November,3,1378.44827586,4135.34482758
CORREGIDORA 2 (QRO),ACER,December,3,1378.44827586,4135.34482758
ALAMEDA (QRO),KODAK,September,3,1378.44827586,4135.34482758
BOULEVARES (QRO),KODAK,September,3,1378.44827586,4135.34482758
ALAMEDA (QRO),BLU,May,6,688.7931034499999,4132.7586206999995
