name,brand,month,qty,price_unit,total_sales
CONSTITUYENTES (QRO),SAM,November,8,4432.3302155,35458.641724
PLAZA PATIO (QRO),HONOR,September,8,4428.01875000375,35424.15000003
BOULEVARES (QRO),HONOR,December,10,3533.620310345,35336.203103449996
CORREGIDORA 4 (QRO),NOKIA,April,16,2197.4135840525,35158.61734484
CORREGIDORA 3 (QRO),HONOR,February,9,3888.0282375488887,34992.25413794
HIDALGO 2 (CELAYA),HISENSE,July,10,3499.135125173,34991.35125173
CORREGIDORA 2 (QRO),NOKIA,May,17,2057.961335294118,34985.3427
CONSTITUYENTES (QRO),MOTO,December,11,3173.118925706364,34904.30818277
VIA ALTA SUR (LEON),HONOR,December,9,3849.714425286667,34647.42982758
MAYOREO (QRO),MOTO,December,12,2887.069281605833,34644.83137927
VIA ALTA SUR (LEON),XIAOMI,January,14,2470.830812807857,34591.63137931
FIESTA (IRAPUATO),MOTO,April,8,4320.26004310375,34562.08034483
MADERO (LEON),XIAOMI,December,14,2462.193965517143,34470.71551724
PARQUE (QRO),HONOR,September,8,4277.15849138125,34217.26793105
ALLENDE (QRO),ZTE,May,21,1628.8604761904762,34206.07
ALLENDE (QRO),HISENSE,September,13,2621.81856764,34083.64137932
PORTAL (QRO),SAM,January,11,3097.884909090909,34076.734
URBAN (QRO),HONOR,January,9,3773.0851341,33957.7662069
PORTAL (QRO),XIAOMI,January,11,3086.9117241381823,33956.02896552
MADERO (QRO),SAM,December,8,4239.4404189649995,33915.523351719996
OBREGON (LEON),HUAWEI,May,10,3386.896504483,33868.96504483
URBAN (QRO),SAM,February,10,3361.207448276,33612.07448276
PLAZA MAYOR (LEON),SAM,February,10,3352.5858965519997,33525.85896552
ANDADOR (CELAYA),MOTO,September,8,4184.48299353375,33475.86394827
OBREGON (LEON),HONOR,July,7,4778.324228571429,33448.2696
ALLENDE (QRO),HUAWEI,June,9,3715.61286475,33440.51578275
ALAMEDA (QRO),HISENSE,September,10,3339.657341727,33396.57341727
MAYOREO (QRO),HONOR,January,9,3696.6479696544443,33269.83172689
CONSTITUYENTES (QRO),MOTO,June,8,4139.922706035,33119.38164828
LA VICTORIA (QRO),APPLE,September,3,11006.986666666666,33020.96
CORREGIDORA 4 (QRO),HISENSE,July,9,3667.7230651344444,33009.50758621
MADERO (QRO),HONOR,December,9,3667.721340995556,33009.492068960004
MADERO (QRO),MOTO,February,10,3283.6220000000003,32836.22
MAYOREO (QRO),SAM,November,10,3276.726344826,32767.26344826
CORREGIDORA 4 (QRO),HUAWEI,June,7,4659.237733991428,32614.66413794
ANDADOR (CELAYA),HONOR,September,7,4654.310661084286,32580.17462759
CONSTITUYENTES (QRO),XIAOMI,May,8,4072.4140948275,32579.31275862
CONSTITUYENTES (QRO),HONOR,February,9,3611.733180076667,32505.59862069
ALAMEDA (QRO),NOKIA,April,14,2320.5667733992855,32487.934827589997
BOULEVARES (QRO),SAM,November,6,5401.43873563,32408.63241378
MADERO (LEON),XIAOMI,May,7,4568.102857142857,31976.72
MADERO (QRO),SAM,September,8,3996.984827585,31975.87862068
BOULEVARES (QRO),XIAOMI,February,10,3197.414896552,31974.14896552
ALLENDE (QRO),HUAWEI,July,8,3979.7413487075,31837.93078966
OBREGON (LEON),HISENSE,September,10,3180.690344828,31806.903448279998
PORTAL (QRO),XIAOMI,October,9,3533.6201149422222,31802.58103448
MADERO (LEON),XIAOMI,November,11,2890.9882758627273,31800.87103449
CORREGIDORA 3 (QRO),NOKIA,July,15,2114.0815862086665,31711.223793129997
ANTEA (QRO),SAM,October,8,3953.88060337875,31631.04482703
GUERRERO (QRO),XIAOMI,August,9,3514.464980841111,31630.18482757
PORTAL (QRO),MOTO,January,10,3162.933,31629.33
GUERRERO (QRO),XIAOMI,September,8,3943.10469353375,31544.83754827
BOULEVARES (QRO),APPLE,May,2,15731.89655172,31463.79310344
FIESTA (IRAPUATO),XIAOMI,May,9,3495.3060153255556,31457.75413793
CORREGIDORA 3 (QRO),HUAWEI,June,7,4481.89624532,31373.27371724
ANDADOR (CELAYA),MOTO,June,7,4474.507980294286,31321.555862060002
MADERO (LEON),NOKIA,April,12,2606.8974999999996,31282.769999999997
GALERIAS (QRO),SAM,July,4,7807.655856,31230.623424
ANTEA (QRO),MOTO,November,7,4457.267241378571,31200.87068965
GALERIAS (QRO),SAM,May,6,5185.921091953333,31115.52655172
ALLENDE (CELAYA),HONOR,February,8,3889.235322845,31113.88258276
HIDALGO (CELAYA),HONOR,September,7,4420.321552711429,30942.25086898
GALERIAS (QRO),XIAOMI,November,7,4420.321231528572,30942.2486207
MADERO (LEON),APPLE,December,2,15408.619310345,30817.23862069
PLAZA PATIO (QRO),APPLE,October,2,15347.12,30694.24
ANTEA (QRO),APPLE,July,3,10200.284367816666,30600.85310345
CORREGIDORA 2 (QRO),NOKIA,April,13,2346.6168615384613,30506.0192
CORREGIDORA 3 (QRO),ZTE,December,20,1550.8626315789472,30500.01
CORREGIDORA 3 (QRO),ZTE,May,20,1528.8114700542105,30426.72793103
ALLENDE (CELAYA),HUAWEI,June,8,3792.24144094875,30337.93152759
CORREGIDORA 4 (QRO),HUAWEI,July,7,4321.7992492614285,30252.59474483
ALLENDE (QRO),HISENSE,July,12,2517.0981609191667,30205.17793103
CORREGIDORA 4 (QRO),HUAWEI,May,6,5027.871954021667,30167.23172413
PORTAL (QRO),XIAOMI,December,10,3016.381551723,30163.81551723
PORTAL (QRO),SAM,February,6,5013.507873563333,30081.04724138
HIDALGO 2 (CELAYA),HONOR,February,8,3759.913660345,30079.30928276
ANTEA (QRO),SAM,July,8,3749.1400431049997,29993.120344839997
LA CRUZ (QRO),SAM,August,8,3749.1384702075,29993.10776166
MADERO (LEON),HISENSE,May,11,2722.569090909091,29948.26
VIA ALTA SUR (LEON),SAM,January,10,2987.93137931,29879.3137931
CORREGIDORA 2 (QRO),HUAWEI,September,6,4956.036551723333,29736.21931034
FIESTA (IRAPUATO),HISENSE,May,11,2702.897993730909,29731.87793104
GALERIAS (QRO),SAM,February,7,4241.74817734,29692.23724138
FIESTA (IRAPUATO),MOTO,September,8,3702.8015862075,29622.41268966
CORREGIDORA 2 (QRO),HISENSE,August,10,2947.5012696559997,29475.01269656
ALLENDE (QRO),HUAWEI,August,9,3255.8442065155555,29302.597858639998
URBAN (QRO),MOTO,May,6,4869.827873563333,29218.96724138
PLAZA MAYOR (LEON),SAM,June,9,3233.68992337,29103.20931033
MADERO (QRO),XIAOMI,May,6,4841.093505746667,29046.56103448
ANTEA (QRO),MOTO,January,8,3630.49625000125,29043.97000001
LEON CENTRO (LEON),XIAOMI,June,8,3630.3406465525,29042.72517242
FIESTA (IRAPUATO),XIAOMI,October,10,2904.1378275859997,29041.37827586
CORREGIDORA 3 (QRO),HUAWEI,July,6,4826.72545977,28960.35275862
HIDALGO 2 (CELAYA),MOTO,October,7,4137.06936601,28959.48556207
URBAN (QRO),XIAOMI,September,8,3619.82827586125,28958.62620689
HIDALGO (CELAYA),HISENSE,July,8,3609.1616676725,28873.29334138
URBAN (QRO),XIAOMI,October,6,4797.990275861666,28787.941655169998
CORREGIDORA 3 (QRO),HISENSE,June,9,3188.794013026667,28699.14611724
PARQUE (QRO),MOTO,October,7,4066.466551724286,28465.265862070002
VIA ALTA SUR (LEON),MOTO,November,8,3541.04801724125,28328.38413793
ALAMEDA (QRO),HISENSE,April,13,2174.202334217692,28264.63034483
GUERRERO (QRO),HUAWEI,May,7,4026.2334975371423,28183.634482759997
PLAZA MAYOR (LEON),HONOR,October,7,4026.2329064057144,28183.63034484
OBREGON (LEON),HISENSE,July,9,3127.2977666666666,28145.6799
LEON CENTRO (LEON),XIAOMI,April,6,4683.046666666666,28098.28
ANDADOR (CELAYA),XIAOMI,October,7,4013.9166320199997,28097.41642414
CONSTITUYENTES (QRO),MOTO,October,6,4654.311133333334,27925.8668
BOULEVARES (QRO),MOTO,May,6,4625.574827586667,27753.44896552
VIA ALTA SUR (LEON),HONOR,November,7,3964.65758621,27752.60310347
CORREGIDORA 2 (QRO),NOKIA,June,11,2522.7282131663637,27750.01034483
GUERRERO (QRO),ZTE,August,15,1841.667241378,27625.00862067
VIA ALTA SUR (LEON),SAM,February,10,2761.207827586,27612.07827586
ALAMEDA (QRO),HONOR,July,6,4596.841494256667,27581.04896554
VIA ALTA SUR (LEON),MOTO,January,8,3436.6380603449998,27493.104482759998
LA CRUZ (QRO),SAM,December,9,3035.538927202222,27319.85034482
ALAMEDA (QRO),HISENSE,May,9,3035.5356704977776,27319.82103448
ALAMEDA (QRO),ZTE,September,15,1812.3575636773335,27185.36345516
GALERIAS (QRO),SAM,April,5,5378.450344826,26892.25172413
PLAZA MAYOR (LEON),XIAOMI,August,5,5361.208689656,26806.04344828
BOULEVARES (QRO),MOTO,April,7,3829.1884236457145,26804.31896552
ALLENDE (CELAYA),XIAOMI,November,7,3829.187522167143,26804.31265517
ALLENDE (QRO),BLU,June,30,892.8159885069999,26784.479655209998
ALLENDE (QRO),ZTE,April,18,1483.8130449999999,26708.63481
HIDALGO (CELAYA),NOKIA,April,11,2420.769427272727,26628.4637
LA VICTORIA (QRO),HONOR,September,6,4435.034885059999,26610.20931036
LA VICTORIA (QRO),XIAOMI,February,7,3794.5057142857145,26561.54
MADERO (QRO),MOTO,June,5,5309.4846827579995,26547.42341379
MADERO (QRO),SAM,October,6,4412.932471193333,26477.59482716
ALLENDE (QRO),HISENSE,June,10,2645.689810278,26456.89810278
ANDADOR (CELAYA),HONOR,November,6,4395.703993676667,26374.22396206
CONSTITUYENTES (QRO),XIAOMI,August,8,3464.6551586200003,26372.4136931
PLAZA MAYOR (LEON),MOTO,May,6,4387.06954023,26322.41724138
BOULEVARES (QRO),MOTO,January,7,3759.2264039414285,26314.58482759
URBAN (QRO),MOTO,October,5,5257.7185517240005,26288.59275862
MADERO (QRO),HONOR,September,6,4381.3349425316665,26288.00965519
CORREGIDORA 4 (QRO),HONOR,August,6,4381.323850578333,26287.94310347
ANDADOR (CELAYA),HISENSE,May,9,2920.784626437778,26287.06163794
BOULEVARES (QRO),SAM,February,6,4374.1390804600005,26244.83448276
ALAMEDA (QRO),ZTE,October,17,1538.769935902353,26159.08891034
CORREGIDORA 2 (QRO),HISENSE,May,10,2611.205827586,26112.05827586
ALLENDE (QRO),ZTE,June,18,1454.5124137941177,25932.73689657
MADERO (QRO),MOTO,May,5,5119.827931034,25599.13965517
MADERO (LEON),MOTO,September,6,4254.886775863333,25529.32065518
LA VICTORIA (QRO),HONOR,July,6,4252.011494256666,25512.06896554
MADERO (QRO),HISENSE,July,8,3178.020689655,25424.16551724
PARQUE (QRO),HONOR,October,7,3619.952118227143,25339.66482759
HIDALGO 2 (CELAYA),MOTO,November,6,4223.276983333333,25339.6619
GUERRERO (QRO),HONOR,February,8,3167.24279224125,25337.94233793
CORREGIDORA 2 (QRO),HUAWEI,June,8,3160.77684051875,25286.21472415
CONSTITUYENTES (QRO),HONOR,November,7,3595.197881772857,25166.38517241
PARQUE (QRO),XIAOMI,February,10,2516.466551725,25164.66551725
BOULEVARES (QRO),HONOR,October,6,4165.8058046,24994.8348276
BOULEVARES (QRO),XIAOMI,June,7,3568.714285714286,24981.0
ANTEA (QRO),MOTO,August,6,4160.058275863333,24960.349655179998
CORREGIDORA 2 (QRO),HISENSE,June,8,3113.36435344875,24906.91482759
MADERO (LEON),HISENSE,April,9,2767.3355555555554,24906.02
PLAZA MAYOR (LEON),HONOR,September,6,4108.334540233333,24650.0072414
ANTEA (QRO),SAM,June,6,4108.331609196667,24649.98965518
GUERRERO (QRO),HISENSE,August,10,2456.036413794,24560.36413794
PORTAL (QRO),XIAOMI,February,8,3048.70875,24389.67
ALLENDE (CELAYA),XIAOMI,July,4,6076.72534483,24306.90137932
GALERIAS (QRO),XIAOMI,December,7,3472.043793102857,24304.306551719998
MADERO (QRO),MOTO,August,5,4830.173655172,24150.868275859997
LA VICTORIA (QRO),XIAOMI,April,5,4826.7243448280005,24133.62172414
ALAMEDA (QRO),NOKIA,June,12,2010.6328160933333,24127.59379312
PLAZA MAYOR (LEON),APPLE,October,2,12046.55,24093.1
OBREGON (LEON),HISENSE,May,8,3006.1425965525,24049.14077242
PARQUE (CELAYA),XIAOMI,August,7,3435.0998029542857,24045.69862068
MADERO (LEON),HUAWEI,April,6,3993.392643678333,23960.35586207
FIESTA (IRAPUATO),NOKIA,May,11,2169.9854545454546,23869.84
HIDALGO (CELAYA),HISENSE,September,7,3398.1547783285714,23787.0834483
MADERO (QRO),HISENSE,April,8,2973.27504310375,23786.20034483
HIDALGO (CELAYA),HONOR,August,5,4740.51916621,23702.59583105
CONSTITUYENTES (QRO),MOTO,November,6,3943.1047126416665,23658.62827585
VIA ALTA SUR (LEON),XIAOMI,September,5,4723.278344828,23616.391724139998
ANDADOR (CELAYA),HONOR,July,5,4706.034953104,23530.17476552
CORREGIDORA 3 (QRO),HISENSE,April,12,1960.3425,23524.11
GALERIAS (QRO),SAM,June,4,5861.2067241375,23444.82689655
CORREGIDORA 3 (QRO),ZTE,November,17,1378.4486815417647,23433.62758621
LA CRUZ (QRO),MOTO,September,5,4671.554551724,23357.772758619998
MADERO (LEON),APPLE,August,1,23275.0,23275.0
ANTEA (QRO),XIAOMI,September,6,3878.4508045966663,23270.704827579997
URBAN (QRO),MOTO,June,5,4637.070413791999,23185.352068959997
VIA ALTA SUR (LEON),XIAOMI,December,7,3311.945714285714,23183.62
ANTEA (QRO),SAM,January,6,3859.77,23158.62
PLAZA MAYOR (LEON),MOTO,September,6,3842.53,23055.18
BOULEVARES (QRO),SAM,August,7,3275.0011329457143,22925.00793062
PARQUE (CELAYA),XIAOMI,May,5,4550.8639310339995,22754.31965517
HIDALGO 2 (CELAYA),XIAOMI,September,5,4550.863586206,22754.31793103
PARQUE (CELAYA),XIAOMI,June,5,4550.863448276,22754.31724138
GALERIAS (QRO),HONOR,October,6,3792.242873563333,22753.457241379998
FIESTA (IRAPUATO),XIAOMI,July,6,3792.241781608333,22753.45068965
PARQUE (CELAYA),HONOR,September,5,4533.623103452001,22668.11551726
ANDADOR (CELAYA),XIAOMI,September,5,4533.62068965,22668.10344825
CORREGIDORA 4 (QRO),HISENSE,August,9,2518.2971264366665,22664.67413793
BOULEVARES (QRO),MOTO,August,4,5650.0007758625,22600.00310345
CONSTITUYENTES (QRO),MOTO,April,5,4516.379648276,22581.89824138
GUERRERO (QRO),ZTE,October,15,1535.4691857142857,22530.188599999998
LA VICTORIA (QRO),APPLE,May,1,22412.93103448,22412.93103448
PARQUE (CELAYA),APPLE,April,1,22412.93,22412.93
CORREGIDORA 2 (QRO),ZTE,June,13,1723.2758620700001,22402.58620691
GUERRERO (QRO),ZTE,June,14,1600.1231527092857,22401.72413793
ALLENDE (QRO),BLU,April,28,799.6303694585714,22389.65034484
CORREGIDORA 3 (QRO),ZTE,September,14,1597.0454142849999,22358.63579999
VIA ALTA SUR (LEON),HONOR,February,6,3720.403793103333,22322.42275862
PLAZA MAYOR (LEON),XIAOMI,October,8,2790.08508620625,22320.68068965
URBAN (QRO),SAM,August,5,4447.415862068,22237.07931034
HIDALGO (CELAYA),XIAOMI,May,5,4447.414,22237.07
FIESTA (IRAPUATO),HONOR,February,6,3706.0351149433336,22236.21068966
HIDALGO 2 (CELAYA),XIAOMI,April,6,3706.0321683899997,22236.193010339997
PARQUE (CELAYA),HONOR,February,7,3176.4794581285714,22235.3562069
ALLENDE (CELAYA),XIAOMI,October,7,3176.4784684728575,22235.34927931
ANDADOR (CELAYA),NOKIA,April,10,2223.274913103,22232.74913103
CONSTITUYENTES (QRO),HONOR,December,6,3691.665802873333,22149.99481724
HIDALGO (CELAYA),HISENSE,June,7,3164.1628699499997,22149.140089649998
ALLENDE (QRO),LANIX,April,12,1845.4027873566665,22144.83344828
ALAMEDA (QRO),HUAWEI,May,4,5516.379827585,22065.51931034
PLAZA PATIO (QRO),HISENSE,August,6,3677.302011495,22063.81206897
URBAN (QRO),XIAOMI,May,6,3677.29908046,22063.79448276
URBAN (QRO),MOTO,August,4,5499.1397413800005,21996.558965520002
OBREGON (LEON),NOKIA,May,11,1998.0397454545455,21978.4372
OBREGON (LEON),XIAOMI,July,7,3139.6555576342857,21977.58890344
LA CRUZ (QRO),SAM,October,8,2746.98625,21975.89
ALAMEDA (QRO),XIAOMI,May,4,5473.2775,21893.11
CORREGIDORA 3 (QRO),ZTE,April,13,1709.1966666666667,21889.67
LEON CENTRO (LEON),APPLE,July,1,21809.48275862,21809.48275862
PARQUE (QRO),APPLE,July,1,21809.48275862,21809.48275862
ANDADOR (CELAYA),XIAOMI,November,4,5451.7222206875,21806.88888275
URBAN (QRO),MOTO,November,6,3634.19729885,21805.1837931
CONSTITUYENTES (QRO),XIAOMI,December,9,2422.51014636,21802.59131724
ANTEA (QRO),APPLE,August,2,10882.755000000001,21765.510000000002
URBAN (QRO),MOTO,January,6,3619.827471265,21718.96482759
ALLENDE (CELAYA),HISENSE,July,7,3102.5875860714286,21718.1131025
LEON CENTRO (LEON),HISENSE,September,10,2167.243379311,21672.433793109998
OBREGON (LEON),XIAOMI,September,6,3605.89203908,21635.35223448
GUERRERO (QRO),ZTE,December,14,1545.3213285714285,21634.4986
ALAMEDA (QRO),HUAWEI,July,5,4326.725724138,21633.62862069
ALLENDE (QRO),BLU,May,24,897.1264367837499,21531.03448281
LEON CENTRO (LEON),ZTE,August,11,1957.1168652036365,21528.28551724
MAYOREO (QRO),MOTO,January,7,3068.225812805714,21477.58068964
ALLENDE (CELAYA),HISENSE,September,6,3576.7265517266665,21460.35931036
HIDALGO 2 (CELAYA),XIAOMI,November,6,3576.7234339083334,21460.34060345
MADERO (QRO),XIAOMI,June,7,3058.92137931,21412.44965517
GUERRERO (QRO),HISENSE,April,9,2374.6144444444444,21371.53
GUERRERO (QRO),ZTE,July,13,1643.696923076923,21368.059999999998
VIA ALTA SUR (LEON),MOTO,December,7,3047.167285714286,21330.171000000002
URBAN (QRO),XIAOMI,August,5,4240.5183448279995,21202.59172414
CONSTITUYENTES (QRO),MOTO,September,5,4235.345172414,21176.72586207
CORREGIDORA 3 (QRO),APPLE,September,1,21119.83,21119.83
CONSTITUYENTES (QRO),APPLE,July,1,21119.83,21119.83
ALAMEDA (QRO),APPLE,November,2,10559.48,21118.96
ANTEA (QRO),APPLE,September,2,10559.48,21118.96
ALLENDE (CELAYA),XIAOMI,May,4,5279.3100862075,21117.24034483
CORREGIDORA 2 (QRO),ZTE,December,14,1507.76,21108.64
HIDALGO 2 (CELAYA),HISENSE,October,7,3010.223730542857,21071.5661138
ALAMEDA (QRO),XIAOMI,April,5,4188.7919999999995,20943.96
PLAZA PATIO (QRO),HISENSE,July,6,3476.152068966667,20856.9124138
PLAZA PATIO (QRO),ZTE,October,13,1599.4653846153847,20793.05
LA CRUZ (QRO),HONOR,February,6,3461.7816091950003,20770.68965517
FIESTA (IRAPUATO),HONOR,October,6,3447.4162068966666,20684.49724138
CONSTITUYENTES (QRO),MOTO,May,5,4119.82792,20599.1396
PORTAL (QRO),MOTO,February,7,2942.4914285714285,20597.44
LEON CENTRO (LEON),ZTE,December,14,1470.8135714285713,20591.39
ANTEA (QRO),SAM,September,5,4110.346551724,20551.73275862
OBREGON (LEON),XIAOMI,August,6,3418.9658994233337,20513.79539654
PARQUE (CELAYA),XIAOMI,September,5,4102.5886896540005,20512.94344827
LA CRUZ (QRO),MOTO,November,5,4102.588,20512.94
HIDALGO (CELAYA),XIAOMI,August,6,3418.6793356316666,20512.07601379
LA CRUZ (QRO),XIAOMI,December,9,2278.832222222222,20509.489999999998
CONSTITUYENTES (QRO),MOTO,July,5,4095.691096552,20478.45548276
ALLENDE (CELAYA),XIAOMI,June,5,4085.3446703460004,20426.72335173
ALLENDE (QRO),LANIX,June,11,1856.5147905954545,20421.66269655
ALLENDE (QRO),HUAWEI,September,5,4076.552270346,20382.76135173
HIDALGO (CELAYA),HISENSE,April,6,3389.941766666667,20339.6506
CORREGIDORA 2 (QRO),APPLE,January,1,20257.75862069,20257.75862069
CORREGIDORA 3 (QRO),KODAK,August,15,1349.7125057453334,20245.68758618
LA CRUZ (QRO),XIAOMI,January,8,2520.69142241375,20165.53137931
CORREGIDORA 4 (QRO),ZTE,November,14,1433.8675147785714,20074.1452069
ALLENDE (QRO),ZTE,November,17,1178.1436,20028.4412
CONSTITUYENTES (QRO),HUAWEI,October,4,4999.1425,19996.57
PORTAL (QRO),SAM,October,4,4999.14225,19996.569
LEON CENTRO (LEON),HISENSE,August,8,2493.7525862075,19950.02068966
GALERIAS (QRO),MOTO,November,4,4956.0337931025,19824.13517241
PARQUE (QRO),HONOR,August,5,3964.66,19823.3
LEON CENTRO (LEON),ZTE,September,10,1981.898275861,19818.98275861
GUERRERO (QRO),HUAWEI,April,6,3295.1165459783333,19770.69927587
HIDALGO 2 (CELAYA),HONOR,December,5,3947.4135006900005,19737.067503450002
GUERRERO (QRO),ZTE,January,16,1245.1410733333332,19710.7361
ANTEA (QRO),MOTO,July,4,4917.243793105,19668.97517242
GUERRERO (QRO),XIAOMI,July,5,3930.172413792,19650.86206896
MADERO (LEON),HONOR,February,5,3912.7619999999997,19563.809999999998
CONSTITUYENTES (QRO),HONOR,January,6,3246.2635057466664,19477.581034479997
MADERO (QRO),XIAOMI,January,7,2767.625657142857,19373.3796
PLAZA MAYOR (LEON),XIAOMI,February,7,2761.37,19329.59
ALLENDE (CELAYA),NOKIA,April,9,2144.7318333333333,19302.5865
MAYOREO (QRO),MOTO,October,4,4818.10405149,19272.41620596
MADERO (QRO),SAM,November,4,4805.17431024,19220.69724096
CORREGIDORA 2 (QRO),HUAWEI,July,4,4783.8374,19135.3496
CORREGIDORA 4 (QRO),HUAWEI,August,4,4783.6224999999995,19134.489999999998
LEON CENTRO (LEON),LANIX,July,10,1912.933448274,19129.33448274
ANTEA (QRO),XIAOMI,May,4,4762.285431035,19049.14172414
PARQUE (QRO),APPLE,May,1,18964.65517241,18964.65517241
BOULEVARES (QRO),APPLE,July,1,18964.65517241,18964.65517241
LA VICTORIA (QRO),APPLE,February,2,9481.9,18963.8
LA VICTORIA (QRO),APPLE,January,2,9481.9,18963.8
OBREGON (LEON),NOKIA,June,10,1896.206747931,18962.06747931
LA CRUZ (QRO),HONOR,November,5,3792.2431724139997,18961.21586207
ANDADOR (CELAYA),HISENSE,August,7,2708.497507882857,18959.48255518
ANTEA (QRO),XIAOMI,November,5,3787.0683448280006,18935.341724140002
PLAZA MAYOR (LEON),XIAOMI,June,7,2696.955862068571,18878.691034479998
HIDALGO (CELAYA),NOKIA,May,8,2359.0503017237497,18872.402413789998
MADERO (QRO),XIAOMI,April,4,4697.413189655,18789.65275862
LA CRUZ (QRO),HONOR,January,5,3757.7602068960005,18788.801034480002
LA CRUZ (QRO),SAM,November,6,3122.705,18736.23
MADERO (LEON),HONOR,September,4,4675.8644827625,18703.45793105
BOULEVARES (QRO),MOTO,February,5,3740.5199999999995,18702.6
ANTEA (QRO),HISENSE,May,7,2671.6744827585712,18701.721379309998
CORREGIDORA 2 (QRO),KODAK,August,14,1332.2657881757143,18651.72103446
HIDALGO 2 (CELAYA),HUAWEI,May,5,3723.27656,18616.3828
PORTAL (QRO),MOTO,December,5,3706.0339999999997,18530.17
LA VICTORIA (QRO),HONOR,August,4,4619.8811206925,18479.52448277
PARQUE (QRO),HUAWEI,June,3,6148.563563216667,18445.69068965
MAYOREO (QRO),SAM,October,5,3671.8971727099997,18359.48586355
GALERIAS (QRO),HONOR,September,4,4589.656982762501,18358.627931050003
CORREGIDORA 3 (QRO),HONOR,July,4,4589.6569827625,18358.62793105
LA CRUZ (QRO),HONOR,December,5,3671.5522068960004,18357.76103448
CORREGIDORA 3 (QRO),HUAWEI,April,6,3059.4831609199996,18356.89896552
GALERIAS (QRO),SAM,January,4,4583.187327585,18332.74931034
ANTEA (QRO),SAM,November,5,3662.932,18314.66
CORREGIDORA 3 (QRO),HISENSE,July,6,3045.117873563333,18270.707241379998
LEON CENTRO (LEON),HISENSE,October,7,2609.975763547143,18269.83034483
ALLENDE (CELAYA),HUAWEI,October,5,3645.517706898,18227.58853449
CONSTITUYENTES (QRO),MOTO,January,5,3637.0664827579994,18185.332413789998
MADERO (LEON),HISENSE,August,5,3628.451310346,18142.25655173
HIDALGO (CELAYA),BLU,May,14,1267.09770115,18134.482758619997
PLAZA PATIO (QRO),APPLE,November,2,9050.863793105,18101.72758621
URBAN (QRO),XIAOMI,April,4,4524.99965517,18099.99862068
GALERIAS (QRO),HONOR,January,6,3016.3786781599997,18098.27206896
ANTEA (QRO),SAM,February,5,3606.20724138,18031.0362069
MADERO (LEON),HONOR,July,4,4503.4494827625,18013.79793105
ALLENDE (CELAYA),HISENSE,June,5,3585.347993794,17926.73996897
PLAZA MAYOR (LEON),MOTO,April,7,2560.7138867,17924.9972069
ALLENDE (CELAYA),NOKIA,May,8,2240.5175,17924.14
HIDALGO 2 (CELAYA),XIAOMI,May,3,5947.4137,17842.2411
ANDADOR (CELAYA),XIAOMI,August,4,4460.344781895,17841.37912758
FIESTA (IRAPUATO),HUAWEI,April,6,2973.2777241383333,17839.66634483
CORREGIDORA 3 (QRO),XIAOMI,February,7,2548.4014285714284,17838.809999999998
VIA ALTA SUR (LEON),MOTO,April,4,4438.7912068975,17755.16482759
FIESTA (IRAPUATO),NOKIA,August,10,1775.002172415,17750.02172415
CORREGIDORA 3 (QRO),XIAOMI,April,4,4417.24,17668.96
ALLENDE (CELAYA),HONOR,January,5,3533.6221103440002,17668.11055172
HIDALGO 2 (CELAYA),HISENSE,August,6,2944.5418362083333,17667.25101725
ALLENDE (QRO),BLU,September,28,628.7562066517858,17605.17378625
BOULEVARES (QRO),HONOR,November,5,3516.3796551719997,17581.89827586
CORREGIDORA 4 (QRO),ZTE,May,11,1597.8840438872728,17576.72448276
PORTAL (QRO),MOTO,October,4,4374.13775,17496.551
LA CRUZ (QRO),MOTO,February,6,2915.807471265,17494.84482759
PARQUE (CELAYA),NOKIA,April,9,1943.583869731111,17492.25482758
CORREGIDORA 2 (QRO),HISENSE,December,6,2908.6214942533334,17451.72896552
LEON CENTRO (LEON),ZTE,January,12,1535.345,17420.69
LEON CENTRO (LEON),ZTE,October,11,1582.9954545454545,17412.95
ANDADOR (CELAYA),HISENSE,July,5,3481.898117242,17409.49058621
ALLENDE (QRO),NOKIA,October,15,1154.3097645966666,17314.64646895
ALLENDE (QRO),XIAOMI,April,4,4309.48,17237.92
FIESTA (IRAPUATO),XIAOMI,February,6,3119.8299999999995,17236.219999999998
CORREGIDORA 3 (QRO),ZTE,July,10,1723.275241379,17232.75241379
PLAZA MAYOR (LEON),ZTE,January,15,1156.9630769230769,17107.76
LA CRUZ (QRO),MOTO,August,4,4275.001197415,17100.00478966
ALLENDE (CELAYA),HONOR,July,4,4266.380517245,17065.52206898
CORREGIDORA 2 (QRO),ZTE,May,11,1551.0994984327272,17062.09448276
CORREGIDORA 3 (QRO),ZTE,June,11,1550.8605015681817,17059.46551725
CONSTITUYENTES (QRO),XIAOMI,June,5,3378.4482758619997,16892.24137931
CORREGIDORA 2 (QRO),HUAWEI,August,5,3309.828068966,16549.14034483
GUERRERO (QRO),ZTE,April,9,1838.2188505733332,16543.96965516
CONSTITUYENTES (QRO),XIAOMI,November,5,3274.998470344,16374.99235172
PARQUE (CELAYA),NOKIA,June,7,2339.0403448285715,16373.2824138
ALLENDE (QRO),BLU,August,31,526.1124202454838,16309.485027609999
PLAZA PATIO (QRO),HUAWEI,April,4,4072.4145172425,16289.65806897
PLAZA PATIO (QRO),ZTE,April,10,1690.9486077587499,16284.48541379
GUERRERO (QRO),HISENSE,October,7,2320.5671921185713,16243.970344829999
