id,date,Product_ID,Description,qty,create_uid,price_unit,price_subtotal
11,2022-04-01 16:33:19,19436,BLU C5-2019 1/16 GRIS,1.0,SUC. LA CRUZ (QRO),1206.03,1206.03
12,2022-04-01 16:39:53,25586,MOTO E7I-POWER 2/32 AZUL KIT,1.0,SUC. HIDALGO 2 (CELAYA),2654.31,2654.31
19,2022-04-01 16:53:56,25957,XIAOMI MI SMART BAND 6 NGO,1.0,SUC. HIDALGO 2 (CELAYA),775.0,775.0
23,2022-04-01 17:09:11,25990,XIAOMI REDMI-BUDS-3 BLANCO,1.0,SUC. CONSTITUYENTES (QRO),861.21,861.21
44,2022-04-01 17:44:22,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 3 (QRO),2499.14,2499.14
49,2022-04-01 17:45:44,19100,ADAPTADOR DE CASA BLANCO,1.0,SUC. GUERRERO (QRO),33.62,33.62
58,2022-04-01 18:02:37,25741,SAM A03S 4/64 AZUL,1.0,SUC. PARQUE (QRO),3102.59,3102.59
67,2022-04-01 18:21:20,25605,NOKIA 106 4MB/4MB NEGRO,1.0,SUC. PARQUE (QRO),430.17,430.17
68,2022-04-01 18:24:12,25753,SAM A12 4/64 AZUL,1.0,SUC. CORREGIDORA 2 (QRO),3318.1,3318.1
70,2022-04-01 18:47:06,25556,MOTO G31 4/64 GRIS,1.0,SUC. HIDALGO 2 (CELAYA),4481.9,4481.900000000001
88,2022-04-01 19:15:26,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. CONSTITUYENTES (QRO),111.21,111.21
97,2022-04-01 19:27:47,19881,"ECHO SHOW 5"" ALEXA BLANCA",1.0,SUC. ANTEA (QRO),1464.66,1464.66
101,2022-04-01 19:30:33,25565,MOTO G60S 6/128 AZUL,1.0,SUC. LA VICTORIA (QRO),6809.48,6809.4800000000005
110,2022-04-01 19:56:11,24888,7A19LEDMV200TCW LAMPARA LED A19 7W 127V,1.0,SUC. OBREGON (LEON),137.07,137.07
116,2022-04-01 20:11:05,24797,HISENSE U3 1/16 AZUL,1.0,SUC. PLAZA MAYOR (LEON),1206.03,1206.03
121,2022-04-01 20:15:45,25700,"GAR103 POWER BANK 5,000 mAh 1HORA GAR103",1.0,SUC. ALAMEDA (QRO),154.31,154.31
130,2022-04-01 20:16:59,26040,ZTE L8 1/32 AZUL KIT,1.0,SUC. ALAMEDA (QRO),1206.03,1206.03
134,2022-04-01 20:17:57,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. ALAMEDA (QRO),2499.14,2499.14
138,2022-04-01 20:28:48,26002,XIAOMI REDMI-9A 2/32 VERDE,1.0,SUC. CORREGIDORA 3 (QRO),2326.72,2326.7200000000003
144,2022-04-01 20:30:42,25738,SAM A03 4/64 ROJO,1.0,SUC. FIESTA (IRAPUATO),3447.41,3447.41
153,2022-04-01 20:36:53,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. PARQUE (QRO),2154.31,2154.31
157,2022-04-01 20:41:39,25739,SAM A03-CORE 2/32 AZUL,1.0,SUC. PLAZA MAYOR (LEON),2585.34,2585.34
172,2022-04-01 20:51:53,25610,NOKIA C20 2/32 AZUL,1.0,SUC. FIESTA (IRAPUATO),2154.31,2154.31
176,2022-04-01 20:54:43,19473,BLU TANK-MEGA X/X NEGRO/NARANJA,1.0,SUC. FIESTA (IRAPUATO),602.59,602.59
177,2022-04-01 20:54:58,19474,BLU TANK-MEGA X/X NEGRO/VERDE,1.0,SUC. FIESTA (IRAPUATO),602.59,602.59
178,2022-04-01 20:56:13,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. MADERO (QRO),111.21,111.21
189,2022-04-01 21:26:53,19436,BLU C5-2019 1/16 GRIS,1.0,SUC. ALLENDE (QRO),1206.03,1206.03
193,2022-04-01 21:35:47,24797,HISENSE U3 1/16 AZUL,1.0,SUC. ANTEA (QRO),1206.03,1206.03
197,2022-04-01 21:46:22,25767,SAM A52 6/128 BLANCO,1.0,SUC. LA VICTORIA (QRO),7154.31,7154.31
218,2022-04-01 22:32:05,25755,SAM A12 4/64 NEGRO,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
224,2022-04-01 22:38:12,26141,MOTO G71-5G 6/128 VERDE KIT,1.0,SUC. ALAMEDA (QRO),6550.86,6550.860000000001
227,2022-04-01 22:39:31,25648,GAR108 PLUGIN AUTO 1HORA 2PUERTOS GAR108 NEGRO,1.0,SUC. LA VICTORIA (QRO),59.48,59.48
238,2022-04-01 22:59:03,25539,MOTO E6I 2/32 GRIS,1.0,SUC. PARQUE (QRO),2412.93,2412.93
239,2022-04-01 22:59:36,24857,I-MOBIL GSM-IM220 X/X NEGRO/AZUL KIT,1.0,SUC. BOULEVARES (QRO),240.52,240.52
241,2022-04-01 23:08:07,24797,HISENSE U3 1/16 AZUL,1.0,SUC. ALAMEDA (QRO),1206.03,1206.03
256,2022-04-01 23:48:22,26079,XIAOMI REDMI-NOTE-11 4/128 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),4309.48,4309.4800000000005
265,2022-04-01 23:59:05,24795,HISENSE E50 4/128 VERDE,1.0,SUC. ANTEA (QRO),3361.21,3361.21
269,2022-04-02 00:10:12,25737,SAM A03 4/64 NEGRO,1.0,SUC. PLAZA MAYOR (LEON),3447.41,3447.41
320,2022-04-02 00:52:25,19653,CAM6SVCDTCW CAMARA MINI WIFI INTERIOR HD 1080P,1.0,SUC. HIDALGO 2 (CELAYA),861.21,861.21
322,2022-04-02 00:52:43,25610,NOKIA C20 2/32 AZUL,1.0,SUC. ALLENDE (QRO),2154.31,2154.31
323,2022-04-02 00:53:14,25760,SAM A22 4/64 MENTA,1.0,SUC. LA VICTORIA (QRO),4568.1,4568.1
329,2022-04-02 00:55:22,25984,XIAOMI POCO-X3-PRO 6/128 BRONCE,1.0,SUC. ALLENDE (QRO),5430.17,5430.17
330,2022-04-02 00:55:34,25589,MOTO G20 4/64 AZUL KIT,1.0,SUC. FIESTA (IRAPUATO),3964.66,3964.66
332,2022-04-02 00:55:41,25837,SMARTWATCH STF KRONOS-SPORT NEGRO,1.0,SUC. BOULEVARES (QRO),1033.62,1033.62
341,2022-04-02 01:06:35,24770,GHIA SMART WATCH DRACO NEGRO,1.0,SUC. ANTEA (QRO),861.21,861.21
342,2022-04-02 01:08:09,19419,BATERIA SAM GRAND PRIME EB585157LU,1.0,SUC. ALLENDE (QRO),111.21,111.21
367,2022-04-02 01:25:52,24839,HUAWEI WATCH GT2E BLANCO,1.0,SUC. FIESTA (IRAPUATO),2326.72,2326.7200000000003
369,2022-04-02 01:26:33,26139,XIAOMI REDMI-10 4/64 AZUL,1.0,SUC. PARQUE (QRO),4137.07,4137.07
372,2022-04-02 01:30:14,25957,XIAOMI MI SMART BAND 6 NGO,1.0,SUC. PARQUE (QRO),775.0,775.0
375,2022-04-02 01:32:25,25765,SAM A32 4/128 NEGRO,1.0,SUC. PLAZA MAYOR (LEON),5602.59,5602.59
380,2022-04-02 01:36:13,19513,KB-RAD-68 BOCINA KBOD BARRA KB-RAD-68 COLORES VAR,1.0,SUC. ALLENDE (QRO),257.76,257.76
385,2022-04-02 01:40:30,24955,MI STRAP SMARTBAND 6 PACK-B,1.0,SUC. PARQUE (QRO),300.86,300.86
392,2022-04-02 01:41:53,24824,ROUTER TELCEL HUAWEI LTE-2-B311-521,1.0,SUC. BOULEVARES (QRO),1447.41,1447.41
399,2022-04-02 01:44:33,19874,EARBUDS INAL STF-ORION NEGRO,1.0,SUC. CORREGIDORA 2 (QRO),775.0,775.0
403,2022-04-02 01:47:04,25540,MOTO E6I 2/32 ROSA,1.0,SUC. CORREGIDORA 3 (QRO),2412.93,2412.93
412,2022-04-02 01:50:59,25806,SENWA 3G-S319-STREET X/X NEGRO/AZUL KIT,1.0,SUC. PLAZA MAYOR (LEON),499.14,499.14
432,2022-04-02 01:57:55,25807,SENWA 3G-S319T-FUSION X/X AZUL KIT,1.0,SUC. LEON CENTRO (LEON),568.1,568.1
433,2022-04-02 01:57:55,19502,BOC060 BOCINA CILINDRO 1HORA BOC060 ROJO,1.0,SUC. LEON CENTRO (LEON),300.86,300.86
440,2022-04-02 02:03:49,19506,BOC062N BOCINA INAL 1HORA BOC062 NEGRO,1.0,SUC. CORREGIDORA 4 (QRO),257.76,257.76
441,2022-04-02 02:04:10,24770,GHIA SMART WATCH DRACO NEGRO,-1.0,SUC. ANTEA (QRO),861.21,-861.21
451,2022-04-02 02:11:35,24794,HISENSE E20S 2/32 AZUL,1.0,SUC. CORREGIDORA 2 (QRO),2154.31,2154.31
468,2022-04-02 02:31:37,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 2 (QRO),2499.14,2499.14
470,2022-04-02 02:33:04,19419,BATERIA SAM GRAND PRIME EB585157LU,1.0,SUC. CORREGIDORA 2 (QRO),111.21,111.21
494,2022-04-02 15:32:37,19489,BOCINA BLUETOOTH KIGO AZUL,1.0,SUC. LA CRUZ (QRO),171.55,171.55
500,2022-04-02 16:06:35,25648,GAR108 PLUGIN AUTO 1HORA 2PUERTOS GAR108 NEGRO,1.0,SUC. ALLENDE (QRO),59.48,59.48
502,2022-04-02 16:28:50,25539,MOTO E6I 2/32 GRIS,1.0,SUC. CORREGIDORA 3 (QRO),2412.93,2412.93
505,2022-04-02 16:30:05,25610,NOKIA C20 2/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),2154.31,2154.31
508,2022-04-02 16:35:56,25991,XIAOMI REDMI-BUDS-3 LITE NEGRO,1.0,SUC. PLAZA MAYOR (LEON),602.59,602.59
512,2022-04-02 16:39:29,24855,I-MOBIL 3G-IM19 X/X NEGRO/NARANJA KIT,1.0,SUC. LA CRUZ (QRO),568.1,568.1
513,2022-04-02 16:39:48,24930,MANOS LIBRES FLAT BLANCO IPHONE,1.0,SUC. ALAMEDA (QRO),111.21,111.21
516,2022-04-02 16:47:43,25612,NOKIA G10 3/64 AZUL,1.0,SUC. ALAMEDA (QRO),3016.38,3016.38
518,2022-04-02 16:51:51,19458,BLU J6-2020 1/32 CAFÉ,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
527,2022-04-02 17:10:08,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,1.0,SUC. URBAN (QRO),6033.62,6033.62
534,2022-04-02 17:13:40,19480,BLU Z5 X/X GRIS,1.0,SUC. ALLENDE (QRO),257.76,257.76
535,2022-04-02 17:14:18,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 4 (QRO),2585.34,2585.34
536,2022-04-02 17:15:40,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,-1.0,SUC. URBAN (QRO),6033.62,-6033.62
540,2022-04-02 17:23:34,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,1.0,SUC. URBAN (QRO),6033.62,6033.62
545,2022-04-02 17:29:48,24934,MANOS LIBRES FLAT ROJO IPHONE,1.0,SUC. CORREGIDORA 3 (QRO),111.21,111.21
546,2022-04-02 17:31:08,25550,MOTO G20 4/64 ROSA,1.0,SUC. CORREGIDORA 4 (QRO),3964.66,3964.66
547,2022-04-02 17:33:22,25544,MOTO E7I-POWER 2/32 NARANJA,1.0,SUC. CORREGIDORA 4 (QRO),2757.76,2757.76
555,2022-04-02 17:58:26,25611,NOKIA C30 2/64 GRIS,1.0,SUC. GUERRERO (QRO),2585.34,2585.34
558,2022-04-02 18:14:11,24824,ROUTER TELCEL HUAWEI LTE-2-B311-521,1.0,SUC. ALLENDE (QRO),1447.41,1447.41
560,2022-04-02 18:27:17,24856,I-MOBIL 3G-IM19 X/X NEGRO/VERDE KIT,1.0,SUC. ALLENDE (QRO),568.1,568.1
568,2022-04-02 18:39:30,24854,HUMIDIFICADOR C/LUZ LED CAFÉ-O JSQ288,1.0,SUC. PARQUE (CELAYA),343.97,343.97
569,2022-04-02 18:39:30,19888,ESCENCIAS P/HUMIDIFICADOR 10ML AROMAS VA,2.0,SUC. PARQUE (CELAYA),59.48,118.96
574,2022-04-02 18:47:50,25743,SAM A03S 4/64 ROJO,1.0,SUC. ALLENDE (QRO),3447.41,3447.41
577,2022-04-02 18:59:41,25586,MOTO E7I-POWER 2/32 AZUL KIT,1.0,SUC. PLAZA PATIO (QRO),2412.93,2412.93
599,2022-04-02 19:07:31,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. GUERRERO (QRO),1637.07,1637.07
605,2022-04-02 19:11:31,25808,SENWA 3G-S319T-FUSION X/X NEGRO KIT,1.0,SUC. HIDALGO (CELAYA),568.1,568.1
626,2022-04-02 19:43:47,24902,LANIX X750 1/32 NGO,1.0,SUC. FIESTA (IRAPUATO),1723.28,1723.28
628,2022-04-02 19:48:06,25610,NOKIA C20 2/32 AZUL,1.0,SUC. ALLENDE (QRO),2154.31,2154.31
630,2022-04-02 19:53:57,25742,SAM A03S 4/64 NEGRO,1.0,SUC. ALLENDE (QRO),3447.41,3447.41
638,2022-04-02 20:07:22,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. HIDALGO (CELAYA),2499.14,2499.14
640,2022-04-02 20:08:17,25838,SMARTWATCH STF KRONOS-SPORT ROSA,1.0,SUC. CORREGIDORA 3 (QRO),1033.62,1033.62
654,2022-04-02 20:17:10,24797,HISENSE U3 1/16 AZUL,1.0,SUC. ALLENDE (QRO),1206.03,1206.03
664,2022-04-02 20:26:16,26051,ZTE L8 1/32 AZUL,1.0,SUC. ALLENDE (QRO),1292.24,1292.24
671,2022-04-02 20:31:54,26317,XIAOMI REDMI-9C 3/64 GRIS,1.0,SUC. PLAZA MAYOR (LEON),3016.37931034,3016.38
680,2022-04-02 20:53:46,26078,XIAOMI REDMI-NOTE-11S 6/128 NGO,1.0,SUC. CORREGIDORA 4 (QRO),5171.55,5171.55
704,2022-04-02 21:30:32,24956,MI TRUE WIRELESS EARBUDS BASIC2 NGO,1.0,SUC. BOULEVARES (QRO),430.17,430.17
709,2022-04-02 21:32:14,26037,ZTE L9 1/32 AZUL KIT,1.0,SUC. BOULEVARES (QRO),1464.66,1464.66
710,2022-04-02 21:33:14,26080,XIAOMI REDMI-NOTE-11 4/128 NGO,1.0,SUC. BOULEVARES (QRO),4309.48,4309.4800000000005
713,2022-04-02 21:36:22,25811,SENWA 3G-S341-PARTY NEGRO/ROJO KIT,1.0,SUC. PARQUE (CELAYA),731.9,731.9
717,2022-04-02 21:39:10,19480,BLU Z5 X/X GRIS,1.0,SUC. ALLENDE (QRO),257.76,257.76
719,2022-04-02 21:43:17,25764,SAM A32 4/128 LILA,1.0,SUC. BOULEVARES (QRO),5602.59,5602.59
726,2022-04-02 21:47:19,19149,ALCATEL LTE-5030A-1SE 64GB VERDE KIT,1.0,SUC. GUERRERO (QRO),2326.72,2326.7200000000003
754,2022-04-02 22:07:38,26051,ZTE L8 1/32 AZUL,1.0,SUC. GUERRERO (QRO),1292.24,1292.24
755,2022-04-02 22:07:41,25756,SAM A12 4/64 ROJO,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
757,2022-04-02 22:13:26,25755,SAM A12 4/64 NEGRO,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
758,2022-04-02 22:13:52,24797,HISENSE U3 1/16 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1206.03,1206.03
773,2022-04-02 22:27:56,19460,BLU J6-2020 1/32 NEGRO,1.0,SUC. PLAZA MAYOR (LEON),1637.07,1637.07
779,2022-04-02 22:31:23,19481,BLU Z5 X/X NEGRO,1.0,SUC. UPTOWN (QRO),257.76,257.76
781,2022-04-02 22:32:46,24883,KODAK 3-G-KD50 1/32 NEGRO/AMARILLO KIT,1.0,SUC. PLAZA MAYOR (LEON),1292.24,1292.24
802,2022-04-02 22:47:06,24902,LANIX X750 1/32 NGO,1.0,SUC. PLAZA PATIO (QRO),1723.28,1723.28
818,2022-04-02 22:58:25,19527,BOCINA MOREKA T23,1.0,SUC. HIDALGO (CELAYA),171.55,171.55
824,2022-04-02 23:02:05,25755,SAM A12 4/64 NEGRO,1.0,SUC. CORREGIDORA 2 (QRO),3318.1,3318.1
830,2022-04-02 23:13:03,25606,NOKIA 110 4MB/4MB NEGRO,1.0,SUC. ALLENDE (QRO),430.17,430.17
831,2022-04-02 23:14:39,26043,ZTE A31 1/32 GRIS,1.0,SUC. CORREGIDORA 3 (QRO),1723.28,1723.28
834,2022-04-02 23:16:52,25536,MOTO E40 4/64 ROSA,1.0,SUC. CORREGIDORA 3 (QRO),3878.45,3878.45
847,2022-04-02 23:30:04,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. CONSTITUYENTES (QRO),111.21,111.21
861,2022-04-02 23:46:26,25764,SAM A32 4/128 LILA,1.0,SUC. LA VICTORIA (QRO),5602.59,5602.59
888,2022-04-03 00:00:41,25992,XIAOMI REDMI WATCH 2 LITE GL NGO,1.0,SUC. ANTEA (QRO),1378.45,1378.45
891,2022-04-03 00:02:52,19422,BATERIA SAMSUNG J7,1.0,SUC. CORREGIDORA 3 (QRO),214.66,214.66
893,2022-04-03 00:12:08,25606,NOKIA 110 4MB/4MB NEGRO,1.0,SUC. LA VICTORIA (QRO),430.17,430.17
902,2022-04-03 00:14:36,25942,WOW RING GOOSPERY ROJO,1.0,SUC. PARQUE (QRO),111.21,111.21
909,2022-04-03 00:23:02,25753,SAM A12 4/64 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
915,2022-04-03 00:25:18,26280,SAM A53 8/128 NEGRO,1.0,SUC. PARQUE (QRO),9568.1,9568.1
920,2022-04-03 00:29:27,25740,SAM A03-CORE 2/32 NGO,-1.0,SUC. CORREGIDORA 3 (QRO),2499.14,-2499.14
932,2022-04-03 00:37:26,25742,SAM A03S 4/64 NEGRO,1.0,SUC. PLAZA PATIO (QRO),3447.41,3447.41
943,2022-04-03 00:53:31,25765,SAM A32 4/128 NEGRO,1.0,SUC. PARQUE (QRO),4999.14,4999.14
948,2022-04-03 00:55:13,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. PARQUE (QRO),2154.31,2154.31
949,2022-04-03 00:56:47,25539,MOTO E6I 2/32 GRIS,1.0,SUC. PARQUE (QRO),2412.93,2412.93
950,2022-04-03 00:58:28,25742,SAM A03S 4/64 NEGRO,1.0,SUC. PARQUE (QRO),3102.59,3102.59
951,2022-04-03 00:59:27,26049,ZTE L210 1/32 AZUL,1.0,SUC. PARQUE (QRO),1723.28,1723.28
952,2022-04-03 01:00:18,25550,MOTO G20 4/64 ROSA,-1.0,SUC. CORREGIDORA 4 (QRO),3964.66,-3964.66
966,2022-04-03 01:04:15,25550,MOTO G20 4/64 ROSA,1.0,SUC. CORREGIDORA 4 (QRO),3964.66,3964.66
968,2022-04-03 01:06:36,19436,BLU C5-2019 1/16 GRIS,1.0,SUC. ALAMEDA (QRO),1206.03,1206.03
970,2022-04-03 01:08:18,19460,BLU J6-2020 1/32 NEGRO,1.0,SUC. ALAMEDA (QRO),1637.07,1637.07
977,2022-04-03 01:10:00,25606,NOKIA 110 4MB/4MB NEGRO,1.0,SUC. PARQUE (CELAYA),430.17,430.17
979,2022-04-03 01:12:52,25605,NOKIA 106 4MB/4MB NEGRO,1.0,SUC. ALAMEDA (QRO),430.17,430.17
982,2022-04-03 01:13:01,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,1.0,SUC. PARQUE (CELAYA),6033.62,6033.62
988,2022-04-03 01:19:42,19526,BOCINA MOREKA RETRO 32D,1.0,SUC. MADERO (QRO),257.76,257.76
994,2022-04-03 01:23:16,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 3 (QRO),2585.344827,2585.34
1045,2022-04-03 02:09:38,25756,SAM A12 4/64 ROJO,1.0,SUC. PLAZA PATIO (QRO),3533.62,3533.62
1046,2022-04-03 02:10:13,26037,ZTE L9 1/32 AZUL KIT,1.0,SUC. CORREGIDORA 2 (QRO),1378.45,1378.45
1061,2022-04-03 02:15:39,24883,KODAK 3-G-KD50 1/32 NEGRO/AMARILLO KIT,1.0,SUC. LEON CENTRO (LEON),1292.24,1292.24
1082,2022-04-03 02:45:28,25752,SAM A12 4/128 NEGRO,1.0,SUC. VIA ALTA SUR (LEON),4740.52,4740.52
1085,2022-04-03 02:49:11,25587,MOTO E7I-POWER 2/32 NARANJA KIT,1.0,SUC. PLAZA PATIO (QRO),2585.3448,2585.34
1091,2022-04-03 02:57:57,19527,BOCINA MOREKA T23,1.0,SUC. LEON CENTRO (LEON),171.55,171.55
1096,2022-04-03 03:01:36,25700,"GAR103 POWER BANK 5,000 mAh 1HORA GAR103",1.0,SUC. LEON CENTRO (LEON),154.31,154.31
1107,2022-04-03 03:12:16,25700,"GAR103 POWER BANK 5,000 mAh 1HORA GAR103",1.0,SUC. LEON CENTRO (LEON),197.41,197.41
1116,2022-04-03 15:09:25,19482,BLU Z5 X/X TURQUESA,1.0,SUC. GUERRERO (QRO),257.76,257.76
1120,2022-04-03 15:43:59,25738,SAM A03 4/64 ROJO,1.0,SUC. CORREGIDORA 4 (QRO),3447.41,3447.41
1133,2022-04-03 16:31:17,19524,BOCINA MOREKA LAMPARA 671,1.0,SUC. OBREGON (LEON),171.55,171.55
1139,2022-04-03 16:32:18,26037,ZTE L9 1/32 AZUL KIT,1.0,SUC. ALLENDE (QRO),1378.45,1378.45
1153,2022-04-03 16:49:51,25739,SAM A03-CORE 2/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),2585.34,2585.34
1155,2022-04-03 17:01:35,26271,BOCINA MOREKA M8,1.0,SUC. ALLENDE (QRO),214.66,214.66
1156,2022-04-03 17:05:27,25608,NOKIA C01-PLUS 1/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
1157,2022-04-03 17:08:04,19527,BOCINA MOREKA T23,1.0,SUC. ANDADOR (CELAYA),171.55,171.55
1159,2022-04-03 17:09:47,19422,BATERIA SAMSUNG J7,1.0,SUC. GUERRERO (QRO),214.66,214.66
1167,2022-04-03 17:41:11,25544,MOTO E7I-POWER 2/32 NARANJA,1.0,SUC. ALLENDE (QRO),2757.7586,2757.76
1169,2022-04-03 17:43:31,26038,ZTE L9 1/32 GRIS KIT,1.0,SUC. ALLENDE (QRO),1378.44827,1378.45
1174,2022-04-03 17:51:30,19452,BLU G60 ROJO,1.0,SUC. CORREGIDORA 4 (QRO),2240.52,2240.52
1225,2022-04-03 19:11:35,19518,"BOCINA KIGO BT BAFLE 8"" NEGRO",1.0,SUC. ANDADOR (CELAYA),343.97,343.97
1227,2022-04-03 19:12:25,19483,BLU Z5 X/X VERDE-LIMÓN,1.0,SUC. GUERRERO (QRO),257.76,257.76
1232,2022-04-03 19:13:26,24810,HUAWEI Y5P 2/32 VERDE KIT,1.0,SUC. ALLENDE (QRO),2154.31,2154.31
1236,2022-04-03 19:26:17,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
1238,2022-04-03 19:32:46,25753,SAM A12 4/64 AZUL,1.0,SUC. OBREGON (LEON),4309.48,4309.4800000000005
1249,2022-04-03 19:46:04,26062,ZTE LTE A5 2020 64GB R VERDE KIT,1.0,SUC. ALLENDE (CELAYA),2154.31,2154.31
1257,2022-04-03 19:54:16,25544,MOTO E7I-POWER 2/32 NARANJA,1.0,SUC. ALAMEDA (QRO),2757.7586,2757.76
1259,2022-04-03 19:55:11,25648,GAR108 PLUGIN AUTO 1HORA 2PUERTOS GAR108 NEGRO,1.0,SUC. GUERRERO (QRO),59.48,59.48
1274,2022-04-03 19:59:07,26043,ZTE A31 1/32 GRIS,1.0,SUC. FIESTA (IRAPUATO),1723.28,1723.28
1280,2022-04-03 20:00:50,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. CORREGIDORA 4 (QRO),1637.07,1637.07
1283,2022-04-03 20:01:00,26033,ZTE L210 1/32 AZUL KIT,1.0,SUC. HIDALGO (CELAYA),1723.28,1723.28
1297,2022-04-03 20:23:42,26053,ZTE L8 1/32 NEGRO,1.0,SUC. HIDALGO 2 (CELAYA),1292.24,1292.24
1301,2022-04-03 20:26:04,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. FIESTA (IRAPUATO),1637.07,1637.07
1302,2022-04-03 20:26:04,25608,NOKIA C01-PLUS 1/32 AZUL,0.0,SUC. FIESTA (IRAPUATO),1637.07,0.0
1303,2022-04-03 20:26:10,19522,BOCINA MOREKA CORREA L-15,1.0,SUC. ALLENDE (QRO),257.76,257.76
1328,2022-04-03 20:42:26,25610,NOKIA C20 2/32 AZUL,1.0,SUC. GUERRERO (QRO),2154.31,2154.31
1332,2022-04-03 20:46:44,25808,SENWA 3G-S319T-FUSION X/X NEGRO KIT,1.0,SUC. PARQUE (QRO),568.1,568.1
1333,2022-04-03 20:48:47,25586,MOTO E7I-POWER 2/32 AZUL KIT,1.0,SUC. OBREGON (LEON),2585.34482759,2585.34
1338,2022-04-03 20:53:47,25761,SAM A22 4/64 NEGRO,1.0,SUC. CORREGIDORA 2 (QRO),4568.1,4568.1
1342,2022-04-03 20:53:49,25649,GAR128 PLUGIN AUTO 1HORA 2PUERTOS GAR128 BLANCO,1.0,SUC. PLAZA MAYOR (LEON),59.48,59.48
1343,2022-04-03 20:55:00,24902,LANIX X750 1/32 NGO,1.0,SUC. PARQUE (QRO),1723.28,1723.28
1344,2022-04-03 20:56:39,24798,HISENSE U50 2/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),2499.14,2499.14
1345,2022-04-03 20:57:45,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. PARQUE (QRO),111.21,111.21
1350,2022-04-03 20:59:39,19457,BLU J6-2020 1/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
1353,2022-04-03 21:03:27,25610,NOKIA C20 2/32 AZUL,-1.0,SUC. GUERRERO (QRO),2154.31,-2154.31
1354,2022-04-03 21:03:43,25610,NOKIA C20 2/32 AZUL,1.0,SUC. GUERRERO (QRO),2154.31,2154.31
1355,2022-04-03 21:05:45,26002,XIAOMI REDMI-9A 2/32 VERDE,1.0,SUC. ALAMEDA (QRO),2326.72,2326.7200000000003
1361,2022-04-03 21:11:45,25610,NOKIA C20 2/32 AZUL,-1.0,SUC. GUERRERO (QRO),2154.31,-2154.31
1362,2022-04-03 21:13:23,25610,NOKIA C20 2/32 AZUL,1.0,SUC. GUERRERO (QRO),2154.31,2154.31
1365,2022-04-03 21:14:31,19527,BOCINA MOREKA T23,1.0,SUC. LEON CENTRO (LEON),171.55,171.55
1377,2022-04-03 21:20:28,24944,MERCURY RING GOOSPERY NEGRO/PLATA,1.0,SUC. ANTEA (QRO),145.69,145.69
1393,2022-04-03 21:22:34,19483,BLU Z5 X/X VERDE-LIMÓN,1.0,SUC. ANDADOR (CELAYA),257.76,257.76
1402,2022-04-03 21:27:39,19527,BOCINA MOREKA T23,1.0,SUC. LEON CENTRO (LEON),171.55,171.55
1405,2022-04-03 21:27:39,25766,SAM A52 6/128 AZUL,1.0,SUC. LEON CENTRO (LEON),7154.31,7154.31
1416,2022-04-03 21:40:25,26002,XIAOMI REDMI-9A 2/32 VERDE,1.0,SUC. ALLENDE (QRO),2326.72,2326.7200000000003
1418,2022-04-03 21:44:27,19870,DOPPIO F1811 X/X NEGRO KIT,1.0,SUC. HIDALGO (CELAYA),309.48,309.48
1464,2022-04-03 22:06:38,25737,SAM A03 4/64 NEGRO,1.0,SUC. PARQUE (QRO),3102.59,3102.59
1468,2022-04-03 22:09:03,19870,DOPPIO F1811 X/X NEGRO KIT,1.0,SUC. HIDALGO (CELAYA),309.48,309.48
