id,Product_ID,Description,qty,create_uid,price_unit,price_subtotal
11,19436,BLU C5-2019 1/16 GRIS,1.0,SUC. LA CRUZ (QRO),1206.03,1206.03
12,25586,MOTO E7I-POWER 2/32 AZUL KIT,1.0,SUC. HIDALGO 2 (CELAYA),2654.31,2654.31
19,25957,XIAOMI MI SMART BAND 6 NGO,1.0,SUC. HIDALGO 2 (CELAYA),775.0,775.0
23,25990,XIAOMI REDMI-BUDS-3 BLANCO,1.0,SUC. CONSTITUYENTES (QRO),861.21,861.21
44,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 3 (QRO),2499.14,2499.14
49,19100,ADAPTADOR DE CASA BLANCO,1.0,SUC. GUERRERO (QRO),33.62,33.62
58,25741,SAM A03S 4/64 AZUL,1.0,SUC. PARQUE (QRO),3102.59,3102.59
67,25605,NOKIA 106 4MB/4MB NEGRO,1.0,SUC. PARQUE (QRO),430.17,430.17
68,25753,SAM A12 4/64 AZUL,1.0,SUC. CORREGIDORA 2 (QRO),3318.1,3318.1
70,25556,MOTO G31 4/64 GRIS,1.0,SUC. HIDALGO 2 (CELAYA),4481.9,4481.900000000001
88,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. CONSTITUYENTES (QRO),111.21,111.21
97,19881,"ECHO SHOW 5"" ALEXA BLANCA",1.0,SUC. ANTEA (QRO),1464.66,1464.66
101,25565,MOTO G60S 6/128 AZUL,1.0,SUC. LA VICTORIA (QRO),6809.48,6809.4800000000005
110,24888,7A19LEDMV200TCW LAMPARA LED A19 7W 127V,1.0,SUC. OBREGON (LEON),137.07,137.07
116,24797,HISENSE U3 1/16 AZUL,1.0,SUC. PLAZA MAYOR (LEON),1206.03,1206.03
121,25700,"GAR103 POWER BANK 5,000 mAh 1HORA GAR103",1.0,SUC. ALAMEDA (QRO),154.31,154.31
130,26040,ZTE L8 1/32 AZUL KIT,1.0,SUC. ALAMEDA (QRO),1206.03,1206.03
134,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. ALAMEDA (QRO),2499.14,2499.14
138,26002,XIAOMI REDMI-9A 2/32 VERDE,1.0,SUC. CORREGIDORA 3 (QRO),2326.72,2326.7200000000003
144,25738,SAM A03 4/64 ROJO,1.0,SUC. FIESTA (IRAPUATO),3447.41,3447.41
153,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. PARQUE (QRO),2154.31,2154.31
157,25739,SAM A03-CORE 2/32 AZUL,1.0,SUC. PLAZA MAYOR (LEON),2585.34,2585.34
172,25610,NOKIA C20 2/32 AZUL,1.0,SUC. FIESTA (IRAPUATO),2154.31,2154.31
176,19473,BLU TANK-MEGA X/X NEGRO/NARANJA,1.0,SUC. FIESTA (IRAPUATO),602.59,602.59
177,19474,BLU TANK-MEGA X/X NEGRO/VERDE,1.0,SUC. FIESTA (IRAPUATO),602.59,602.59
178,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. MADERO (QRO),111.21,111.21
189,19436,BLU C5-2019 1/16 GRIS,1.0,SUC. ALLENDE (QRO),1206.03,1206.03
193,24797,HISENSE U3 1/16 AZUL,1.0,SUC. ANTEA (QRO),1206.03,1206.03
197,25767,SAM A52 6/128 BLANCO,1.0,SUC. LA VICTORIA (QRO),7154.31,7154.31
218,25755,SAM A12 4/64 NEGRO,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
224,26141,MOTO G71-5G 6/128 VERDE KIT,1.0,SUC. ALAMEDA (QRO),6550.86,6550.860000000001
227,25648,GAR108 PLUGIN AUTO 1HORA 2PUERTOS GAR108 NEGRO,1.0,SUC. LA VICTORIA (QRO),59.48,59.48
238,25539,MOTO E6I 2/32 GRIS,1.0,SUC. PARQUE (QRO),2412.93,2412.93
239,24857,I-MOBIL GSM-IM220 X/X NEGRO/AZUL KIT,1.0,SUC. BOULEVARES (QRO),240.52,240.52
241,24797,HISENSE U3 1/16 AZUL,1.0,SUC. ALAMEDA (QRO),1206.03,1206.03
256,26079,XIAOMI REDMI-NOTE-11 4/128 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),4309.48,4309.4800000000005
265,24795,HISENSE E50 4/128 VERDE,1.0,SUC. ANTEA (QRO),3361.21,3361.21
269,25737,SAM A03 4/64 NEGRO,1.0,SUC. PLAZA MAYOR (LEON),3447.41,3447.41
320,19653,CAM6SVCDTCW CAMARA MINI WIFI INTERIOR HD 1080P,1.0,SUC. HIDALGO 2 (CELAYA),861.21,861.21
322,25610,NOKIA C20 2/32 AZUL,1.0,SUC. ALLENDE (QRO),2154.31,2154.31
323,25760,SAM A22 4/64 MENTA,1.0,SUC. LA VICTORIA (QRO),4568.1,4568.1
329,25984,XIAOMI POCO-X3-PRO 6/128 BRONCE,1.0,SUC. ALLENDE (QRO),5430.17,5430.17
330,25589,MOTO G20 4/64 AZUL KIT,1.0,SUC. FIESTA (IRAPUATO),3964.66,3964.66
332,25837,SMARTWATCH STF KRONOS-SPORT NEGRO,1.0,SUC. BOULEVARES (QRO),1033.62,1033.62
341,24770,GHIA SMART WATCH DRACO NEGRO,1.0,SUC. ANTEA (QRO),861.21,861.21
342,19419,BATERIA SAM GRAND PRIME EB585157LU,1.0,SUC. ALLENDE (QRO),111.21,111.21
367,24839,HUAWEI WATCH GT2E BLANCO,1.0,SUC. FIESTA (IRAPUATO),2326.72,2326.7200000000003
369,26139,XIAOMI REDMI-10 4/64 AZUL,1.0,SUC. PARQUE (QRO),4137.07,4137.07
372,25957,XIAOMI MI SMART BAND 6 NGO,1.0,SUC. PARQUE (QRO),775.0,775.0
375,25765,SAM A32 4/128 NEGRO,1.0,SUC. PLAZA MAYOR (LEON),5602.59,5602.59
380,19513,KB-RAD-68 BOCINA KBOD BARRA KB-RAD-68 COLORES VAR,1.0,SUC. ALLENDE (QRO),257.76,257.76
385,24955,MI STRAP SMARTBAND 6 PACK-B,1.0,SUC. PARQUE (QRO),300.86,300.86
392,24824,ROUTER TELCEL HUAWEI LTE-2-B311-521,1.0,SUC. BOULEVARES (QRO),1447.41,1447.41
399,19874,EARBUDS INAL STF-ORION NEGRO,1.0,SUC. CORREGIDORA 2 (QRO),775.0,775.0
403,25540,MOTO E6I 2/32 ROSA,1.0,SUC. CORREGIDORA 3 (QRO),2412.93,2412.93
412,25806,SENWA 3G-S319-STREET X/X NEGRO/AZUL KIT,1.0,SUC. PLAZA MAYOR (LEON),499.14,499.14
432,25807,SENWA 3G-S319T-FUSION X/X AZUL KIT,1.0,SUC. LEON CENTRO (LEON),568.1,568.1
433,19502,BOC060 BOCINA CILINDRO 1HORA BOC060 ROJO,1.0,SUC. LEON CENTRO (LEON),300.86,300.86
440,19506,BOC062N BOCINA INAL 1HORA BOC062 NEGRO,1.0,SUC. CORREGIDORA 4 (QRO),257.76,257.76
441,24770,GHIA SMART WATCH DRACO NEGRO,-1.0,SUC. ANTEA (QRO),861.21,-861.21
451,24794,HISENSE E20S 2/32 AZUL,1.0,SUC. CORREGIDORA 2 (QRO),2154.31,2154.31
468,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 2 (QRO),2499.14,2499.14
470,19419,BATERIA SAM GRAND PRIME EB585157LU,1.0,SUC. CORREGIDORA 2 (QRO),111.21,111.21
494,19489,BOCINA BLUETOOTH KIGO AZUL,1.0,SUC. LA CRUZ (QRO),171.55,171.55
500,25648,GAR108 PLUGIN AUTO 1HORA 2PUERTOS GAR108 NEGRO,1.0,SUC. ALLENDE (QRO),59.48,59.48
502,25539,MOTO E6I 2/32 GRIS,1.0,SUC. CORREGIDORA 3 (QRO),2412.93,2412.93
505,25610,NOKIA C20 2/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),2154.31,2154.31
508,25991,XIAOMI REDMI-BUDS-3 LITE NEGRO,1.0,SUC. PLAZA MAYOR (LEON),602.59,602.59
512,24855,I-MOBIL 3G-IM19 X/X NEGRO/NARANJA KIT,1.0,SUC. LA CRUZ (QRO),568.1,568.1
513,24930,MANOS LIBRES FLAT BLANCO IPHONE,1.0,SUC. ALAMEDA (QRO),111.21,111.21
516,25612,NOKIA G10 3/64 AZUL,1.0,SUC. ALAMEDA (QRO),3016.38,3016.38
518,19458,BLU J6-2020 1/32 CAFÉ,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
527,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,1.0,SUC. URBAN (QRO),6033.62,6033.62
534,19480,BLU Z5 X/X GRIS,1.0,SUC. ALLENDE (QRO),257.76,257.76
535,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 4 (QRO),2585.34,2585.34
536,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,-1.0,SUC. URBAN (QRO),6033.62,-6033.62
540,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,1.0,SUC. URBAN (QRO),6033.62,6033.62
545,24934,MANOS LIBRES FLAT ROJO IPHONE,1.0,SUC. CORREGIDORA 3 (QRO),111.21,111.21
546,25550,MOTO G20 4/64 ROSA,1.0,SUC. CORREGIDORA 4 (QRO),3964.66,3964.66
547,25544,MOTO E7I-POWER 2/32 NARANJA,1.0,SUC. CORREGIDORA 4 (QRO),2757.76,2757.76
555,25611,NOKIA C30 2/64 GRIS,1.0,SUC. GUERRERO (QRO),2585.34,2585.34
558,24824,ROUTER TELCEL HUAWEI LTE-2-B311-521,1.0,SUC. ALLENDE (QRO),1447.41,1447.41
560,24856,I-MOBIL 3G-IM19 X/X NEGRO/VERDE KIT,1.0,SUC. ALLENDE (QRO),568.1,568.1
568,24854,HUMIDIFICADOR C/LUZ LED CAFÉ-O JSQ288,1.0,SUC. PARQUE (CELAYA),343.97,343.97
569,19888,ESCENCIAS P/HUMIDIFICADOR 10ML AROMAS VA,2.0,SUC. PARQUE (CELAYA),59.48,118.96
574,25743,SAM A03S 4/64 ROJO,1.0,SUC. ALLENDE (QRO),3447.41,3447.41
577,25586,MOTO E7I-POWER 2/32 AZUL KIT,1.0,SUC. PLAZA PATIO (QRO),2412.93,2412.93
599,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. GUERRERO (QRO),1637.07,1637.07
605,25808,SENWA 3G-S319T-FUSION X/X NEGRO KIT,1.0,SUC. HIDALGO (CELAYA),568.1,568.1
626,24902,LANIX X750 1/32 NGO,1.0,SUC. FIESTA (IRAPUATO),1723.28,1723.28
628,25610,NOKIA C20 2/32 AZUL,1.0,SUC. ALLENDE (QRO),2154.31,2154.31
630,25742,SAM A03S 4/64 NEGRO,1.0,SUC. ALLENDE (QRO),3447.41,3447.41
638,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. HIDALGO (CELAYA),2499.14,2499.14
640,25838,SMARTWATCH STF KRONOS-SPORT ROSA,1.0,SUC. CORREGIDORA 3 (QRO),1033.62,1033.62
654,24797,HISENSE U3 1/16 AZUL,1.0,SUC. ALLENDE (QRO),1206.03,1206.03
664,26051,ZTE L8 1/32 AZUL,1.0,SUC. ALLENDE (QRO),1292.24,1292.24
671,26317,XIAOMI REDMI-9C 3/64 GRIS,1.0,SUC. PLAZA MAYOR (LEON),3016.37931034,3016.38
680,26078,XIAOMI REDMI-NOTE-11S 6/128 NGO,1.0,SUC. CORREGIDORA 4 (QRO),5171.55,5171.55
704,24956,MI TRUE WIRELESS EARBUDS BASIC2 NGO,1.0,SUC. BOULEVARES (QRO),430.17,430.17
709,26037,ZTE L9 1/32 AZUL KIT,1.0,SUC. BOULEVARES (QRO),1464.66,1464.66
710,26080,XIAOMI REDMI-NOTE-11 4/128 NGO,1.0,SUC. BOULEVARES (QRO),4309.48,4309.4800000000005
713,25811,SENWA 3G-S341-PARTY NEGRO/ROJO KIT,1.0,SUC. PARQUE (CELAYA),731.9,731.9
717,19480,BLU Z5 X/X GRIS,1.0,SUC. ALLENDE (QRO),257.76,257.76
719,25764,SAM A32 4/128 LILA,1.0,SUC. BOULEVARES (QRO),5602.59,5602.59
726,19149,ALCATEL LTE-5030A-1SE 64GB VERDE KIT,1.0,SUC. GUERRERO (QRO),2326.72,2326.7200000000003
754,26051,ZTE L8 1/32 AZUL,1.0,SUC. GUERRERO (QRO),1292.24,1292.24
755,25756,SAM A12 4/64 ROJO,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
757,25755,SAM A12 4/64 NEGRO,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
758,24797,HISENSE U3 1/16 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1206.03,1206.03
773,19460,BLU J6-2020 1/32 NEGRO,1.0,SUC. PLAZA MAYOR (LEON),1637.07,1637.07
779,19481,BLU Z5 X/X NEGRO,1.0,SUC. UPTOWN (QRO),257.76,257.76
781,24883,KODAK 3-G-KD50 1/32 NEGRO/AMARILLO KIT,1.0,SUC. PLAZA MAYOR (LEON),1292.24,1292.24
802,24902,LANIX X750 1/32 NGO,1.0,SUC. PLAZA PATIO (QRO),1723.28,1723.28
818,19527,BOCINA MOREKA T23,1.0,SUC. HIDALGO (CELAYA),171.55,171.55
824,25755,SAM A12 4/64 NEGRO,1.0,SUC. CORREGIDORA 2 (QRO),3318.1,3318.1
830,25606,NOKIA 110 4MB/4MB NEGRO,1.0,SUC. ALLENDE (QRO),430.17,430.17
831,26043,ZTE A31 1/32 GRIS,1.0,SUC. CORREGIDORA 3 (QRO),1723.28,1723.28
834,25536,MOTO E40 4/64 ROSA,1.0,SUC. CORREGIDORA 3 (QRO),3878.45,3878.45
847,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. CONSTITUYENTES (QRO),111.21,111.21
861,25764,SAM A32 4/128 LILA,1.0,SUC. LA VICTORIA (QRO),5602.59,5602.59
888,25992,XIAOMI REDMI WATCH 2 LITE GL NGO,1.0,SUC. ANTEA (QRO),1378.45,1378.45
891,19422,BATERIA SAMSUNG J7,1.0,SUC. CORREGIDORA 3 (QRO),214.66,214.66
893,25606,NOKIA 110 4MB/4MB NEGRO,1.0,SUC. LA VICTORIA (QRO),430.17,430.17
902,25942,WOW RING GOOSPERY ROJO,1.0,SUC. PARQUE (QRO),111.21,111.21
909,25753,SAM A12 4/64 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),3318.1,3318.1
915,26280,SAM A53 8/128 NEGRO,1.0,SUC. PARQUE (QRO),9568.1,9568.1
920,25740,SAM A03-CORE 2/32 NGO,-1.0,SUC. CORREGIDORA 3 (QRO),2499.14,-2499.14
932,25742,SAM A03S 4/64 NEGRO,1.0,SUC. PLAZA PATIO (QRO),3447.41,3447.41
943,25765,SAM A32 4/128 NEGRO,1.0,SUC. PARQUE (QRO),4999.14,4999.14
948,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. PARQUE (QRO),2154.31,2154.31
949,25539,MOTO E6I 2/32 GRIS,1.0,SUC. PARQUE (QRO),2412.93,2412.93
950,25742,SAM A03S 4/64 NEGRO,1.0,SUC. PARQUE (QRO),3102.59,3102.59
951,26049,ZTE L210 1/32 AZUL,1.0,SUC. PARQUE (QRO),1723.28,1723.28
952,25550,MOTO G20 4/64 ROSA,-1.0,SUC. CORREGIDORA 4 (QRO),3964.66,-3964.66
966,25550,MOTO G20 4/64 ROSA,1.0,SUC. CORREGIDORA 4 (QRO),3964.66,3964.66
968,19436,BLU C5-2019 1/16 GRIS,1.0,SUC. ALAMEDA (QRO),1206.03,1206.03
970,19460,BLU J6-2020 1/32 NEGRO,1.0,SUC. ALAMEDA (QRO),1637.07,1637.07
977,25606,NOKIA 110 4MB/4MB NEGRO,1.0,SUC. PARQUE (CELAYA),430.17,430.17
979,25605,NOKIA 106 4MB/4MB NEGRO,1.0,SUC. ALAMEDA (QRO),430.17,430.17
982,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,1.0,SUC. PARQUE (CELAYA),6033.62,6033.62
988,19526,BOCINA MOREKA RETRO 32D,1.0,SUC. MADERO (QRO),257.76,257.76
994,25740,SAM A03-CORE 2/32 NGO,1.0,SUC. CORREGIDORA 3 (QRO),2585.344827,2585.34
1045,25756,SAM A12 4/64 ROJO,1.0,SUC. PLAZA PATIO (QRO),3533.62,3533.62
1046,26037,ZTE L9 1/32 AZUL KIT,1.0,SUC. CORREGIDORA 2 (QRO),1378.45,1378.45
1061,24883,KODAK 3-G-KD50 1/32 NEGRO/AMARILLO KIT,1.0,SUC. LEON CENTRO (LEON),1292.24,1292.24
1082,25752,SAM A12 4/128 NEGRO,1.0,SUC. VIA ALTA SUR (LEON),4740.52,4740.52
1085,25587,MOTO E7I-POWER 2/32 NARANJA KIT,1.0,SUC. PLAZA PATIO (QRO),2585.3448,2585.34
1091,19527,BOCINA MOREKA T23,1.0,SUC. LEON CENTRO (LEON),171.55,171.55
1096,25700,"GAR103 POWER BANK 5,000 mAh 1HORA GAR103",1.0,SUC. LEON CENTRO (LEON),154.31,154.31
1107,25700,"GAR103 POWER BANK 5,000 mAh 1HORA GAR103",1.0,SUC. LEON CENTRO (LEON),197.41,197.41
1116,19482,BLU Z5 X/X TURQUESA,1.0,SUC. GUERRERO (QRO),257.76,257.76
1120,25738,SAM A03 4/64 ROJO,1.0,SUC. CORREGIDORA 4 (QRO),3447.41,3447.41
1133,19524,BOCINA MOREKA LAMPARA 671,1.0,SUC. OBREGON (LEON),171.55,171.55
1139,26037,ZTE L9 1/32 AZUL KIT,1.0,SUC. ALLENDE (QRO),1378.45,1378.45
1153,25739,SAM A03-CORE 2/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),2585.34,2585.34
1155,26271,BOCINA MOREKA M8,1.0,SUC. ALLENDE (QRO),214.66,214.66
1156,25608,NOKIA C01-PLUS 1/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
1157,19527,BOCINA MOREKA T23,1.0,SUC. ANDADOR (CELAYA),171.55,171.55
1159,19422,BATERIA SAMSUNG J7,1.0,SUC. GUERRERO (QRO),214.66,214.66
1167,25544,MOTO E7I-POWER 2/32 NARANJA,1.0,SUC. ALLENDE (QRO),2757.7586,2757.76
1169,26038,ZTE L9 1/32 GRIS KIT,1.0,SUC. ALLENDE (QRO),1378.44827,1378.45
1174,19452,BLU G60 ROJO,1.0,SUC. CORREGIDORA 4 (QRO),2240.52,2240.52
1225,19518,"BOCINA KIGO BT BAFLE 8"" NEGRO",1.0,SUC. ANDADOR (CELAYA),343.97,343.97
1227,19483,BLU Z5 X/X VERDE-LIMÓN,1.0,SUC. GUERRERO (QRO),257.76,257.76
1232,24810,HUAWEI Y5P 2/32 VERDE KIT,1.0,SUC. ALLENDE (QRO),2154.31,2154.31
1236,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
1238,25753,SAM A12 4/64 AZUL,1.0,SUC. OBREGON (LEON),4309.48,4309.4800000000005
1249,26062,ZTE LTE A5 2020 64GB R VERDE KIT,1.0,SUC. ALLENDE (CELAYA),2154.31,2154.31
1257,25544,MOTO E7I-POWER 2/32 NARANJA,1.0,SUC. ALAMEDA (QRO),2757.7586,2757.76
1259,25648,GAR108 PLUGIN AUTO 1HORA 2PUERTOS GAR108 NEGRO,1.0,SUC. GUERRERO (QRO),59.48,59.48
1274,26043,ZTE A31 1/32 GRIS,1.0,SUC. FIESTA (IRAPUATO),1723.28,1723.28
1280,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. CORREGIDORA 4 (QRO),1637.07,1637.07
1283,26033,ZTE L210 1/32 AZUL KIT,1.0,SUC. HIDALGO (CELAYA),1723.28,1723.28
1297,26053,ZTE L8 1/32 NEGRO,1.0,SUC. HIDALGO 2 (CELAYA),1292.24,1292.24
1301,25609,NOKIA C01-PLUS 1/32 MORADO,1.0,SUC. FIESTA (IRAPUATO),1637.07,1637.07
1302,25608,NOKIA C01-PLUS 1/32 AZUL,0.0,SUC. FIESTA (IRAPUATO),1637.07,0.0
1303,19522,BOCINA MOREKA CORREA L-15,1.0,SUC. ALLENDE (QRO),257.76,257.76
1328,25610,NOKIA C20 2/32 AZUL,1.0,SUC. GUERRERO (QRO),2154.31,2154.31
1332,25808,SENWA 3G-S319T-FUSION X/X NEGRO KIT,1.0,SUC. PARQUE (QRO),568.1,568.1
1333,25586,MOTO E7I-POWER 2/32 AZUL KIT,1.0,SUC. OBREGON (LEON),2585.34482759,2585.34
1338,25761,SAM A22 4/64 NEGRO,1.0,SUC. CORREGIDORA 2 (QRO),4568.1,4568.1
1342,25649,GAR128 PLUGIN AUTO 1HORA 2PUERTOS GAR128 BLANCO,1.0,SUC. PLAZA MAYOR (LEON),59.48,59.48
1343,24902,LANIX X750 1/32 NGO,1.0,SUC. PARQUE (QRO),1723.28,1723.28
1344,24798,HISENSE U50 2/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),2499.14,2499.14
1345,19110,ADAPTADOR LIGHTNING A 3.5,1.0,SUC. PARQUE (QRO),111.21,111.21
1350,19457,BLU J6-2020 1/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1637.07,1637.07
1353,25610,NOKIA C20 2/32 AZUL,-1.0,SUC. GUERRERO (QRO),2154.31,-2154.31
1354,25610,NOKIA C20 2/32 AZUL,1.0,SUC. GUERRERO (QRO),2154.31,2154.31
1355,26002,XIAOMI REDMI-9A 2/32 VERDE,1.0,SUC. ALAMEDA (QRO),2326.72,2326.7200000000003
1361,25610,NOKIA C20 2/32 AZUL,-1.0,SUC. GUERRERO (QRO),2154.31,-2154.31
1362,25610,NOKIA C20 2/32 AZUL,1.0,SUC. GUERRERO (QRO),2154.31,2154.31
1365,19527,BOCINA MOREKA T23,1.0,SUC. LEON CENTRO (LEON),171.55,171.55
1377,24944,MERCURY RING GOOSPERY NEGRO/PLATA,1.0,SUC. ANTEA (QRO),145.69,145.69
1393,19483,BLU Z5 X/X VERDE-LIMÓN,1.0,SUC. ANDADOR (CELAYA),257.76,257.76
1402,19527,BOCINA MOREKA T23,1.0,SUC. LEON CENTRO (LEON),171.55,171.55
1405,25766,SAM A52 6/128 AZUL,1.0,SUC. LEON CENTRO (LEON),7154.31,7154.31
1416,26002,XIAOMI REDMI-9A 2/32 VERDE,1.0,SUC. ALLENDE (QRO),2326.72,2326.7200000000003
1418,19870,DOPPIO F1811 X/X NEGRO KIT,1.0,SUC. HIDALGO (CELAYA),309.48,309.48
1464,25737,SAM A03 4/64 NEGRO,1.0,SUC. PARQUE (QRO),3102.59,3102.59
1468,19870,DOPPIO F1811 X/X NEGRO KIT,1.0,SUC. HIDALGO (CELAYA),309.48,309.48
1473,26078,XIAOMI REDMI-NOTE-11S 6/128 NGO,1.0,SUC. PLAZA PATIO (QRO),5171.55,5171.55
1479,19516,BOCINA KBOD OVALO KD-RAD-62 COLORES VAR,1.0,SUC. CORREGIDORA 4 (QRO),257.76,257.76
1488,24902,LANIX X750 1/32 NGO,1.0,SUC. ALAMEDA (QRO),1723.28,1723.28
1501,26050,ZTE L210 1/32 NEGRO,1.0,SUC. LA VICTORIA (QRO),1723.28,1723.28
1505,24798,HISENSE U50 2/32 AZUL,1.0,SUC. CORREGIDORA 2 (QRO),2499.14,2499.14
1517,25986,XIAOMI POCO-X3-PRO 8/256 AZUL,1.0,SUC. PARQUE (QRO),6033.62,6033.62
1519,24780,HANDS FREE STEREO 3.5MM HS130 ROSA,1.0,SUC. FIESTA (IRAPUATO),257.76,257.76
1522,25586,MOTO E7I-POWER 2/32 AZUL KIT,1.0,SUC. VIA ALTA SUR (LEON),2585.34482759,2585.34
1531,24797,HISENSE U3 1/16 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1206.03,1206.03
1548,25991,XIAOMI REDMI-BUDS-3 LITE NEGRO,1.0,SUC. UPTOWN (QRO),602.59,602.59
1550,19139,ALCATEL GSM-1066G NEGRO KIT,1.0,SUC. ALAMEDA (QRO),309.48,309.48
1562,25608,NOKIA C01-PLUS 1/32 AZUL,1.0,SUC. GALERIAS (QRO),1637.07,1637.07
1563,19863,DIFUSOR JSQ281 C/LUZ-LED CAFÉ OSCURO,0.0,SUC. LA VICTORIA (QRO),300.86,0.0
1565,24930,MANOS LIBRES FLAT BLANCO IPHONE,1.0,SUC. PLAZA PATIO (QRO),128.45,128.45
1576,26317,XIAOMI REDMI-9C 3/64 GRIS,1.0,SUC. URBAN (QRO),3016.37931034,3016.38
1578,26317,XIAOMI REDMI-9C 3/64 GRIS,-1.0,SUC. URBAN (QRO),3016.37931034,-3016.38
1582,26317,XIAOMI REDMI-9C 3/64 GRIS,1.0,SUC. URBAN (QRO),3016.37931034,3016.38
1587,25557,MOTO G50 4/128 AZUL,1.0,SUC. ANTEA (QRO),6033.62,6033.62
1588,25559,MOTO G50 4/128 VERDE,1.0,SUC. ANTEA (QRO),6033.62,6033.62
1601,25750,SAM A12 4/128 AZUL,1.0,SUC. PLAZA PATIO (QRO),3792.24,3792.24
1620,19435,BLU C5-2019 1/16 AZUL,1.0,SUC. ALLENDE (QRO),1206.03,1206.03
1622,25808,SENWA 3G-S319T-FUSION X/X NEGRO KIT,1.0,SUC. HIDALGO 2 (CELAYA),568.1,568.1
1626,19524,BOCINA MOREKA LAMPARA 671,1.0,SUC. HIDALGO 2 (CELAYA),171.55,171.55
1629,25808,SENWA 3G-S319T-FUSION X/X NEGRO KIT,1.0,SUC. CORREGIDORA 3 (QRO),568.1,568.1
1632,25737,SAM A03 4/64 NEGRO,1.0,SUC. BOULEVARES (QRO),3447.41,3447.41
1637,19871,DOPPIO F1812 X/X NEGRO/ROJO KIT,1.0,SUC. CORREGIDORA 4 (QRO),430.17,430.17
1647,25758,SAM A22 4/64 BCO,1.0,SUC. LA VICTORIA (QRO),4568.1,4568.1
1654,25606,NOKIA 110 4MB/4MB NEGRO,1.0,SUC. GUERRERO (QRO),430.17,430.17
1655,19460,BLU J6-2020 1/32 NEGRO,1.0,SUC. GUERRERO (QRO),1637.07,1637.07
1656,19453,BLU J4 1/32 AZUL,1.0,SUC. GUERRERO (QRO),1464.66,1464.66
1681,26050,ZTE L210 1/32 NEGRO,1.0,SUC. OBREGON (LEON),1723.28,1723.28
1695,19483,BLU Z5 X/X VERDE-LIMÓN,1.0,SUC. GUERRERO (QRO),257.76,257.76
1696,26317,XIAOMI REDMI-9C 3/64 GRIS,1.0,SUC. HIDALGO 2 (CELAYA),3016.37931034,3016.38
1715,24933,MANOS LIBRES FLAT NEGRO IPHONE,1.0,SUC. ALLENDE (QRO),111.21,111.21
1720,19437,BLU C5-2019 1/16 NEGRO,1.0,SUC. BOULEVARES (QRO),1206.03,1206.03
1722,24797,HISENSE U3 1/16 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),1206.03,1206.03
1735,25934,VIVO Y11S 3/32 AZUL,1.0,SUC. CORREGIDORA 3 (QRO),2930.17,2930.17
1737,25649,GAR128 PLUGIN AUTO 1HORA 2PUERTOS GAR128 BLANCO,1.0,SUC. URBAN (QRO),59.48,59.48
1739,19148,ALCATEL LTE-5030A-1SE 64GB GRIS KIT,1.0,SUC. LEON CENTRO (LEON),2326.72,2326.7200000000003
1747,24902,LANIX X750 1/32 NGO,1.0,SUC. ALLENDE (QRO),1723.28,1723.28
1758,24797,HISENSE U3 1/16 AZUL,1.0,SUC. MADERO (LEON),1206.03,1206.03
1759,25543,MOTO E7I-POWER 2/32 AZUL,1.0,SUC. LA CRUZ (QRO),2757.7586,2757.76
1772,19483,BLU Z5 X/X VERDE-LIMÓN,1.0,SUC. GUERRERO (QRO),257.76,257.76
1773,24850,HUAWEI Y9-2019 4/128 NEGRO,1.0,SUC. PARQUE (QRO),3447.41379,3447.41
1774,19436,BLU C5-2019 1/16 GRIS,1.0,SUC. FIESTA (IRAPUATO),1206.03,1206.03
