Product_ID,Description,categ_id
30996,SAM A13 4/64 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
30998,SAM A13 4/64 BLANCO KIT,DISPOSITIVO / CELULAR / TELCEL
30997,SAM A13 4/64 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
26548,SAM A32 4/128 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26549,SAM A32 4/128 BLANCO KIT,DISPOSITIVO / CELULAR / TELCEL
26583,SAM A32 4/128 LILA KIT,DISPOSITIVO / CELULAR / TELCEL
26581,SAM A32 4/128 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
31299,SAM A33 6/128 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
31227,SAM A33 6/128 BLANCO KIT,DISPOSITIVO / CELULAR / TELCEL
31300,SAM A33 6/128 DURAZNO KIT,DISPOSITIVO / CELULAR / TELCEL
28973,SAM A33 6/128 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
26567,SAM A52 6/128 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25785,SAM A52 6/128 BLANCO KIT,DISPOSITIVO / CELULAR / TELCEL
25786,SAM A52 6/128 LILA KIT,DISPOSITIVO / CELULAR / TELCEL
26568,SAM A52 6/128 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25806,SENWA 3G-S319-STREET X/X NEGRO/AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25805,SENWA 3G-S319-STREET X/X NEGRO/NARANJA KIT,DISPOSITIVO / CELULAR / TELCEL
25807,SENWA 3G-S319T-FUSION X/X AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25808,SENWA 3G-S319T-FUSION X/X NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25810,SENWA 3G-S341-PARTY NEGRO/AMARILLO KIT,DISPOSITIVO / CELULAR / TELCEL
25821,SENWA LTE-LS5018F-INIZIO X/X NEGRO/AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25820,SENWA LTE-LS5018F-INIZIO X/X NEGRO/NARAN KIT,DISPOSITIVO / CELULAR / TELCEL
30566,SOYEALINK 4G B311-522 BLANCO KIT,DISPOSITIVO / CELULAR / TELCEL
25947,XIAOMI LTE M2006C3LG REDMI 9A AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25948,XIAOMI LTE M2006C3LG REDMI 9A GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
25949,XIAOMI LTE M2006C3LG REDMI 9A VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
31404,XIAOMI REDMI-10C 4/128 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
31405,XIAOMI REDMI-10C 4/128 VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
25946,XIAOMI REDMI-9C 3/64 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
29413,XIAOMI REDMI-9C 3/64 GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
29414,XIAOMI REDMI-9C 3/64 VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
26070,ZTE A51 2/64 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26072,ZTE A51 2/64 GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
26064,ZTE BLADE-A71 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26065,ZTE BLADE-A71 GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
26067,ZTE BLADE-A71 VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
26033,ZTE L210 1/32 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26034,ZTE L210 1/32 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
26035,ZTE L8 1/32 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26040,ZTE L8 1/32 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26036,ZTE L8 1/32 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
26037,ZTE L9 1/32 AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26038,ZTE L9 1/32 GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
26061,ZTE LTE A5 2020 64GB R AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26062,ZTE LTE A5 2020 64GB R VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
26068,ZTE LTE BLADE A5 2020 64GB AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26069,ZTE LTE BLADE A5 2020 64GB VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
26609,ZTE V30 4/128 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
19151,ALC 5033M 1/16 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
19133,ALCALTEL GSM MK20U MOVE TRACK NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
19134,ALCATEL 3-G 5003A 1C NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
19135,ALCATEL 3-G 5003A 1C ROSA CLARO KIT,DISPOSITIVO / CELULAR / TELCEL
19136,ALCATEL 3-G OT-6040 IDOL X MESA EXP,DISPOSITIVO / CELULAR / TELCEL
19137,ALCATEL 3G OT-3075 ROJO,DISPOSITIVO / CELULAR / TELCEL
19139,ALCATEL GSM-1066G NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
19140,ALCATEL LTE-4065F-1L-PRO AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
19141,ALCATEL LTE-4065F-1L-PRO GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
19145,ALCATEL LTE-5029E-3-2020 VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
19156,ANDA LTE RELOJ INTEL PARA NIÑOS,DISPOSITIVO / CELULAR / TELCEL
19402,AZUMI GSM L2Z BLANCO AZUL,DISPOSITIVO / CELULAR / TELCEL
24803,HTC 3-G DESIRE 500 MESA EXP,DISPOSITIVO / CELULAR / TELCEL
24805,HUAWEI 3-G Y520 MESA EXPERIENCIA,DISPOSITIVO / CELULAR / TELCEL
24807,HUAWEI GSM ETS-3125I TIP,DISPOSITIVO / CELULAR / TELCEL
24814,HUAWEI LTE JAT-LX3 Y6S AZUL,DISPOSITIVO / CELULAR / TELCEL
24815,HUAWEI LTE JNY-LX2 P40 LITE NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
24819,HUAWEI LTE MRD-LX3 Y6 2019 AZUL,DISPOSITIVO / CELULAR / TELCEL
24820,HUAWEI LTE MRD-LX3 Y6 2019 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
29585,HUAWEI LTE ROUTER E5576-508 BLANCO KIT,DISPOSITIVO / CELULAR / TELCEL
24826,HUAWEI LTE STK-LX3 Y9 PRIME AZUL2019 KIT,DISPOSITIVO / CELULAR / TELCEL
24827,HUAWEI LTE STK-LX3 Y9S AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
24831,HUAWEI LTE Y635 MESA EXPERIENCIA,DISPOSITIVO / CELULAR / TELCEL
24882,KODAK 3-G-KD50 NEGRO/AMARILL Y RELOJ KIT,DISPOSITIVO / CELULAR / TELCEL
24884,KODAK FIT SMARTWATCH FT3R KIT,DISPOSITIVO / CELULAR / TELCEL
24892,LANIX 3-G S120 ILIUM AZUL $100,DISPOSITIVO / CELULAR / TELCEL
24893,LANIX GSM LX6 MORADO $100,DISPOSITIVO / CELULAR / TELCEL
24894,LANIX GSM U210 BLANCO KIT,DISPOSITIVO / CELULAR / TELCEL
29494,LANIX LT520-ILUX X/X ROSA/DORADO KIT,DISPOSITIVO / CELULAR / TELCEL
24895,LANIX LTE 950 ALPHA NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
24896,LANIX LTE ILIUM ALPHA 1S NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
24897,LANIX LTE ILIUM M5S AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
24898,LANIX LTE M5 ILIUM GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
24906,LG 3-G P920 OPTIMUS 3D NEGRO $100,DISPOSITIVO / CELULAR / TELCEL
24907,LG 3-G P990 OPTIMUS 2X NEGRO $100,DISPOSITIVO / CELULAR / TELCEL
24920,M4TEL LTE R2 PLUS NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25569,MOTO ONE ZOOM GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
25575,MOTOROLA GSM FXP 860 DOMESTICO $100,DISPOSITIVO / CELULAR / TELCEL
25577,MOTOROLA LTE XT-1955-2 G7 POWER VIOLETA,DISPOSITIVO / CELULAR / TELCEL
25578,MOTOROLA LTE XT1926-6 G6+ AZUL NUM KIT,DISPOSITIVO / CELULAR / TELCEL
25579,MOTOROLA LTE XT2015-2 G8 PLAY ROJO KIT,DISPOSITIVO / CELULAR / TELCEL
25580,MOTOROLA LTE XT2019-2 G8+ ROJO RENAT KIT,DISPOSITIVO / CELULAR / TELCEL
25581,MOTOROLA LTE XT2019-2 MOTO G8+ AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25582,MOTOROLA LTE XT2019-2 MOTO G8+ ROJO,DISPOSITIVO / CELULAR / TELCEL
25583,MOTOROLA LTE XT2053-5 E6I ROSA KIT,DISPOSITIVO / CELULAR / TELCEL
25584,MOTOROLA LTE XT2083-1 G9 PLAY VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
25593,MOTOROLA LTE XT2139-1 EDGE 20 LT VER KIT,DISPOSITIVO / CELULAR / TELCEL
25594,MOTOROLA LTE XT2139-1 EDGE 20LITE GR KIT,DISPOSITIVO / CELULAR / TELCEL
25613,NOKIA GSM 100 GRIS $100,DISPOSITIVO / CELULAR / TELCEL
25614,NOKIA LTE TA-1081 5.1 COBRE KIT,DISPOSITIVO / CELULAR / TELCEL
25618,NYX MOBILE GSM XYN306 NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25620,NYX MOBILE GSM XYN306 NEGRO/PLATA KIT,DISPOSITIVO / CELULAR / TELCEL
25622,NYX REX COLOR NEGRO,DISPOSITIVO / CELULAR / TELCEL
25623,ONEPLUS NORD-N100 4/64 GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
25624,OPPO 3G R831 GRIS $100,DISPOSITIVO / CELULAR / TELCEL
25629,OPPO LTE CPH2205 RENO5 LITE NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25651,POLAROID 3-G P552A K PLUS PLATA,DISPOSITIVO / CELULAR / TELCEL
24825,ROUTER TELCEL HUAWEI LTE-ROUTER-B311,DISPOSITIVO / CELULAR / TELCEL
25787,SAMSUNG GSM E1086 KEYSTON BLANCO DUO$100,DISPOSITIVO / CELULAR / TELCEL
25789,SAMSUNG LTE A107 GLX A10S AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25790,SAMSUNG LTE J7 PRO NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25791,SAMSUNG LTE SM 2017M GLX A20S AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25793,SAMSUNG LTE SM-A107M GLX A10S NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25795,SAMSUNG LTE SM-A207M GLX A20S NEGRO,DISPOSITIVO / CELULAR / TELCEL
25796,SAMSUNG LTE SM-A217M GALAXY A21S ROJ KIT,DISPOSITIVO / CELULAR / TELCEL
25797,SAMSUNG LTE SM-A305G GALAXY A30 NEGRO,DISPOSITIVO / CELULAR / TELCEL
25804,SENWA 3-G S125FW DYNAMIC FIX NEG TIP KIT,DISPOSITIVO / CELULAR / TELCEL
25809,SENWA 3-G S340 DYNAMIC NEGRO/NARANJA,DISPOSITIVO / CELULAR / TELCEL
25811,SENWA 3G-S341-PARTY NEGRO/ROJO KIT,DISPOSITIVO / CELULAR / TELCEL
25818,SENWA GSM S305V20 SWING + NEGRO/NARANJA,DISPOSITIVO / CELULAR / TELCEL
25819,SENWA GSM S305V20 SWING + NEGRO/ROJO KIT,DISPOSITIVO / CELULAR / TELCEL
25812,SENWA GSM-S219T-KLICK X/X AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25813,SENWA GSM-S219T-KLICK X/X NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25814,SENWA GSM-S301 X/X BLANCO/AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
25815,SENWA GSM-S301 X/X BLANCO/ROJO,DISPOSITIVO / CELULAR / TELCEL
25816,SENWA GSM-S305 X/X NARANJA KIT,DISPOSITIVO / CELULAR / TELCEL
25817,SENWA GSM-S305 X/X ROJO KIT,DISPOSITIVO / CELULAR / TELCEL
25822,SENWA LTE LS5518H SPARKLY NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
25823,SENWA S130L TOWN BCO/NEG TIP KIT,DISPOSITIVO / CELULAR / TELCEL
25841,SONY 3-G C1504 XPERIA E NEGRO $100,DISPOSITIVO / CELULAR / TELCEL
25906,TCL LTE T766A 10 SE 64GB PLATA KIT,DISPOSITIVO / CELULAR / TELCEL
25945,XIAOMI LTE M1908C3JH NOTE8 AZ KIT,DISPOSITIVO / CELULAR / TELCEL
26039,ZTE 3-G L5 BLADE NEGRO KIT,DISPOSITIVO / CELULAR / TELCEL
26055,ZTE LTE 2050 BLADE V SMART VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
26056,ZTE LTE 8030 BLADE V30 VITA AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26058,ZTE LTE 8030 BLADE V30 VITA GRIS KIT,DISPOSITIVO / CELULAR / TELCEL
26060,ZTE LTE 8030 BLADE V30 VITA VERDE KIT,DISPOSITIVO / CELULAR / TELCEL
26063,ZTE LTE A7020 BLADE A7S AZUL KIT,DISPOSITIVO / CELULAR / TELCEL
26073,ZTE LTE BLADE A520 DORADO KIT,DISPOSITIVO / CELULAR / TELCEL
26074,ZTE LTE BLADE V10 VITA VERDE,DISPOSITIVO / CELULAR / TELCEL
